;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;2252;319;13.080750444
1;2;Champagne;453;70;15.0485651214
2;3;Picardie;638;79;13.9770062696
3;4;Haute-Normandie;606;79;11.5924092409
4;5;Centre;774;113;13.1143540052
5;6;Basse-Normandie;634;86;13.1372712934
6;7;Bourgogne;266;32;13.6043233083
7;8;Nord;877;127;14.2213797035
8;9;Lorraine;729;114;16.7421124829
9;10;Alsace;430;74;15.9875581395
10;11;Franche Comté;629;80;12.296709062
11;12;Pays de la Loire;875;125;11.64824
12;13;Bretagne;849;119;14.152237927
13;14;Poitou Charentes;624;90;14.858974359
14;15;Aquitaine;1074;147;15.4813687151
15;16;Midi-Pyrénées;576;78;14.2925347222
16;17;limousin;194;27;13.6958762887
17;18;Rhône-Alpes;1684;198;13.6850059382
18;19;Auvergne;601;74;12.6239600666
19;20;Languedoc;1049;142;11.8341754051
20;21;Provence Côte d'Azur;1055;131;13.8789952607
