;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;792;282;66.6079545455
1;2;Champagne;258;59;67.2151162791
2;3;Picardie;285;69;59.1614035088
3;4;Haute-Normandie;232;53;63.400862069
4;5;Centre;399;90;68.8847117794
5;6;Basse-Normandie;217;50;62.0161290323
6;7;Bourgogne;145;36;71.5862068966
7;8;Nord;343;100;69.5408163265
8;9;Lorraine;328;80;59.6524390244
9;10;Alsace;151;45;64.8145695364
10;11;Franche Comté;173;51;59.9450867052
11;12;Pays de la Loire;459;100;55.0185185185
12;13;Bretagne;437;101;57.9622425629
13;14;Poitou Charentes;361;74;57.4958448753
14;15;Aquitaine;429;97;59.8685314685
15;16;Midi-Pyrénées;363;75;65.2520661157
16;17;limousin;66;17;71.6212121212
17;18;Rhône-Alpes;532;145;69.8928571429
18;19;Auvergne;150;43;59.4333333333
19;20;Languedoc;462;112;70.0357142857
20;21;Provence Côte d'Azur;329;96;66.8756838906
