;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;768;282;156.473958333
1;2;Champagne;143;59;92.0034965035
2;3;Picardie;246;69;140.949186992
3;4;Haute-Normandie;155;53;125.283870968
4;5;Centre;213;90;116.373239437
5;6;Basse-Normandie;123;50;126.821138211
6;7;Bourgogne;91;36;193.263736264
7;8;Nord;249;100;91.8995983936
8;9;Lorraine;201;80;115.781094527
9;10;Alsace;115;45;153.35826087
10;11;Franche Comté;152;51;126.013157895
11;12;Pays de la Loire;331;100;93.0317220544
12;13;Bretagne;288;101;106.333333333
13;14;Poitou Charentes;279;74;98.8691756272
14;15;Aquitaine;277;97;148.11732852
15;16;Midi-Pyrénées;180;75;125.805555556
16;17;limousin;64;17;138.34375
17;18;Rhône-Alpes;411;145;155.856447689
18;19;Auvergne;94;43;129.734042553
19;20;Languedoc;277;112;147.393501805
20;21;Provence Côte d'Azur;318;96;171.232704403
