;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;6;18;101.666666667
1;2;Champagne;0;4;
2;3;Picardie;3;6;133.333333333
3;4;Haute-Normandie;3;6;223.333333333
4;5;Centre;4;14;87.5
5;6;Basse-Normandie;0;4;
6;7;Bourgogne;0;5;
7;8;Nord;1;9;200.0
8;9;Lorraine;4;12;162.5
9;10;Alsace;0;4;
10;11;Franche Comté;7;23;150.0
11;12;Pays de la Loire;10;10;190.0
12;13;Bretagne;1;9;50.0
13;14;Poitou Charentes;4;14;287.5
14;15;Aquitaine;2;10;200.0
15;16;Midi-Pyrénées;7;12;134.285714286
16;17;limousin;1;2;200.0
17;18;Rhône-Alpes;4;20;137.5
18;19;Auvergne;3;7;216.666666667
19;20;Languedoc;1;9;200.0
20;21;Provence Côte d'Azur;3;6;166.666666667
