;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;84;32;72.5535714286
1;2;Champagne;21;9;77.8095238095
2;3;Picardie;48;14;57.59375
3;4;Haute-Normandie;33;8;39.3636363636
4;5;Centre;94;21;63.5638297872
5;6;Basse-Normandie;58;18;51.9482758621
6;7;Bourgogne;41;8;61.6341463415
7;8;Nord;70;18;65.9571428571
8;9;Lorraine;73;16;58.801369863
9;10;Alsace;48;17;66.6666666667
10;11;Franche Comté;23;7;57.8695652174
11;12;Pays de la Loire;71;20;57.985915493
12;13;Bretagne;81;19;52.6604938272
13;14;Poitou Charentes;105;23;66.6380952381
14;15;Aquitaine;91;23;67.2032967033
15;16;Midi-Pyrénées;84;23;46.9642857143
16;17;limousin;27;6;74.0925925926
17;18;Rhône-Alpes;72;22;66.0763888889
18;19;Auvergne;47;17;57.7021276596
19;20;Languedoc;62;19;66.3387096774
20;21;Provence Côte d'Azur;34;17;56.9117647059
