;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;20;19;198.3
1;2;Champagne;9;8;125.555555556
2;3;Picardie;4;7;121.0
3;4;Haute-Normandie;0;2;
4;5;Centre;4;7;136.25
5;6;Basse-Normandie;8;7;158.25
6;7;Bourgogne;1;3;300.0
7;8;Nord;10;10;191.1
8;9;Lorraine;13;8;179.769230769
9;10;Alsace;3;3;187.333333333
10;11;Franche Comté;2;1;144.0
11;12;Pays de la Loire;2;9;225.0
12;13;Bretagne;7;15;108.857142857
13;14;Poitou Charentes;6;8;83.8333333333
14;15;Aquitaine;0;4;
15;16;Midi-Pyrénées;6;8;163.333333333
16;17;limousin;0;3;
17;18;Rhône-Alpes;15;11;175.933333333
18;19;Auvergne;2;4;130.0
19;20;Languedoc;3;6;170.0
20;21;Provence Côte d'Azur;8;7;202.5
