;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;133;33;246.263157895
1;2;Champagne;81;16;195.740740741
2;3;Picardie;117;16;172.051282051
3;4;Haute-Normandie;69;11;189.710144928
4;5;Centre;23;13;187.391304348
5;6;Basse-Normandie;145;14;179.427586207
6;7;Bourgogne;42;5;195.476190476
7;8;Nord;43;16;275.813953488
8;9;Lorraine;102;17;228.612745098
9;10;Alsace;88;15;192.159090909
10;11;Franche Comté;14;3;520.714285714
11;12;Pays de la Loire;86;22;213.901162791
12;13;Bretagne;159;24;269.433962264
13;14;Poitou Charentes;62;16;149.193548387
14;15;Aquitaine;160;26;140.946875
15;16;Midi-Pyrénées;37;13;223.513513514
16;17;limousin;26;3;181.538461538
17;18;Rhône-Alpes;157;24;218.312101911
18;19;Auvergne;55;9;139.545454545
19;20;Languedoc;104;18;129.269230769
20;21;Provence Côte d'Azur;106;18;162.424528302
