;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;456;319;117.589364035
1;2;Champagne;96;70;123.489583333
2;3;Picardie;82;79;109.603658537
3;4;Haute-Normandie;104;79;105.701923077
4;5;Centre;116;113;106.25
5;6;Basse-Normandie;121;86;97.0247933884
6;7;Bourgogne;49;32;107.387755102
7;8;Nord;136;127;104.007352941
8;9;Lorraine;122;114;106.758196721
9;10;Alsace;110;74;132.109090909
10;11;Franche Comté;111;80;96.3513513514
11;12;Pays de la Loire;119;125;115.273109244
12;13;Bretagne;185;119;100.364864865
13;14;Poitou Charentes;95;90;100.289473684
14;15;Aquitaine;164;147;100.655487805
15;16;Midi-Pyrénées;97;78;96.9072164948
16;17;limousin;35;27;110.0
17;18;Rhône-Alpes;269;198;108.921933086
18;19;Auvergne;93;74;113.494623656
19;20;Languedoc;180;142;121.055555556
20;21;Provence Côte d'Azur;158;131;111.329113924
