;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;247;601;132.368421053
1;2;Champagne;61;129;138.327868852
2;3;Picardie;76;148;101.894736842
3;4;Haute-Normandie;62;132;125.741935484
4;5;Centre;80;203;127.15625
5;6;Basse-Normandie;70;136;128.071428571
6;7;Bourgogne;22;68;207.363636364
7;8;Nord;72;227;108.618055556
8;9;Lorraine;68;194;149.338235294
9;10;Alsace;31;119;152.451612903
10;11;Franche Comté;38;131;101.184210526
11;12;Pays de la Loire;141;225;151.226950355
12;13;Bretagne;134;220;148.455223881
13;14;Poitou Charentes;100;164;166.18
14;15;Aquitaine;139;244;143.676258993
15;16;Midi-Pyrénées;87;153;173.770114943
16;17;limousin;21;44;186.5
17;18;Rhône-Alpes;116;343;137.655172414
18;19;Auvergne;33;117;131.818181818
19;20;Languedoc;103;254;151.087378641
20;21;Provence Côte d'Azur;102;227;118.004901961
