;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;194;60;56.9948453608
1;2;Champagne;18;4;37.0555555556
2;3;Picardie;123;22;56.4654471545
3;4;Haute-Normandie;47;13;62.4042553191
4;5;Centre;49;9;42.4081632653
5;6;Basse-Normandie;43;12;55.9186046512
6;7;Bourgogne;25;9;71.6
7;8;Nord;37;9;60.8243243243
8;9;Lorraine;76;17;55.6315789474
9;10;Alsace;38;12;48.8684210526
10;11;Franche Comté;26;8;60.4230769231
11;12;Pays de la Loire;90;26;49.7944444444
12;13;Bretagne;68;17;41.5955882353
13;14;Poitou Charentes;51;10;52.6862745098
14;15;Aquitaine;78;21;55.0993589744
15;16;Midi-Pyrénées;34;8;79.3823529412
16;17;limousin;14;4;59.3571428571
17;18;Rhône-Alpes;177;46;54.9802259887
18;19;Auvergne;23;8;66.5217391304
19;20;Languedoc;78;20;57.391025641
20;21;Provence Côte d'Azur;125;28;57.17
