;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;182;32;264.717032967
1;2;Champagne;74;9;188.108108108
2;3;Picardie;83;14;240.210843373
3;4;Haute-Normandie;77;8;220.545454545
4;5;Centre;163;21;191.257668712
5;6;Basse-Normandie;185;18;248.935135135
6;7;Bourgogne;44;8;317.5
7;8;Nord;96;18;274.479166667
8;9;Lorraine;170;16;195.720588235
9;10;Alsace;143;17;228.496503497
10;11;Franche Comté;28;7;255.714285714
11;12;Pays de la Loire;95;20;218.357894737
12;13;Bretagne;120;19;196.645833333
13;14;Poitou Charentes;180;23;171.427777778
14;15;Aquitaine;153;23;182.467320261
15;16;Midi-Pyrénées;174;23;142.00862069
16;17;limousin;38;6;168.157894737
17;18;Rhône-Alpes;151;22;211.304635762
18;19;Auvergne;106;17;231.886792453
19;20;Languedoc;162;19;213.37654321
20;21;Provence Côte d'Azur;85;17;200.023529412
