;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;432;319;56.2928240741
1;2;Champagne;86;70;54.738372093
2;3;Picardie;150;79;53.6033333333
3;4;Haute-Normandie;121;79;54.2355371901
4;5;Centre;151;113;52.3443708609
5;6;Basse-Normandie;147;86;57.193877551
6;7;Bourgogne;51;32;45.9803921569
7;8;Nord;199;127;56.9713567839
8;9;Lorraine;135;114;56.1200740741
9;10;Alsace;101;74;54.8366336634
10;11;Franche Comté;101;80;48.4900990099
11;12;Pays de la Loire;199;125;56.5854271357
12;13;Bretagne;203;119;53.5551724138
13;14;Poitou Charentes;157;90;59.0127388535
14;15;Aquitaine;179;147;52.5977653631
15;16;Midi-Pyrénées;100;78;51.4875
16;17;limousin;60;27;55.1166666667
17;18;Rhône-Alpes;271;198;55.8680811808
18;19;Auvergne;102;74;52.693627451
19;20;Languedoc;217;142;54.9493087558
20;21;Provence Côte d'Azur;145;131;55.8413793103
