;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;2;19;140.0
1;2;Champagne;1;8;112.5
2;3;Picardie;3;7;55.0
3;4;Haute-Normandie;0;2;
4;5;Centre;0;7;
5;6;Basse-Normandie;4;7;88.75
6;7;Bourgogne;1;3;150.0
7;8;Nord;3;10;50.0
8;9;Lorraine;0;8;
9;10;Alsace;0;3;
10;11;Franche Comté;0;1;
11;12;Pays de la Loire;0;9;
12;13;Bretagne;2;15;87.5
13;14;Poitou Charentes;2;8;100.0
14;15;Aquitaine;0;4;
15;16;Midi-Pyrénées;3;8;43.3333333333
16;17;limousin;0;3;
17;18;Rhône-Alpes;3;11;111.666666667
18;19;Auvergne;1;4;105.0
19;20;Languedoc;2;6;87.5
20;21;Provence Côte d'Azur;0;7;
