;nomen;nojour;nomjour;tyrep;temrep;duree;lieu;avecqui
8412;111201;3;vendredi;1;0;20.0;1.0;1.0
8413;111201;3;vendredi;2;0;;;
8414;111201;3;vendredi;3;0;45.0;1.0;2.0
8415;111201;3;vendredi;4;0;;;
8416;111201;3;vendredi;5;0;45.0;1.0;2.0
8417;111201;3;vendredi;6;1;;;
8454;111207;3;vendredi;1;0;15.0;1.0;1.0
8455;111207;3;vendredi;2;0;;;
8456;111207;3;vendredi;3;0;45.0;1.0;1.0
8457;111207;3;vendredi;4;1;;;
8458;111207;3;vendredi;5;0;45.0;1.0;1.0
8459;111207;3;vendredi;6;1;;;
8496;111209;3;samedi;1;0;15.0;0.0;9.0
8497;111209;3;samedi;2;1;;;
8498;111209;3;samedi;3;0;75.0;5.0;3.0
8499;111209;3;samedi;4;1;;;
8500;111209;3;samedi;5;0;;3.0;2.0
8501;111209;3;samedi;6;1;;;
8538;111215;3;samedi;1;0;15.0;1.0;2.0
8539;111215;3;samedi;2;0;;;
8540;111215;3;samedi;3;0;30.0;1.0;2.0
8541;111215;3;samedi;4;0;;;
8542;111215;3;samedi;5;0;20.0;1.0;2.0
8543;111215;3;samedi;6;1;;;
8580;111223;3;jeudi;1;0;30.0;1.0;1.0
8581;111223;3;jeudi;2;1;;;
8582;111223;3;jeudi;3;0;45.0;1.0;1.0
8583;111223;3;jeudi;4;1;;;
8584;111223;3;jeudi;5;0;30.0;1.0;1.0
8585;111223;3;jeudi;6;1;;;
8622;111225;3;samedi;1;0;30.0;1.0;2.0
8623;111225;3;samedi;2;0;;;
8624;111225;3;samedi;3;0;45.0;1.0;2.0
8625;111225;3;samedi;4;0;;;
8626;111225;3;samedi;5;0;45.0;1.0;2.0
8627;111225;3;samedi;6;1;;;
8664;111229;3;samedi;1;0;15.0;1.0;2.0
8665;111229;3;samedi;2;0;;;
8666;111229;3;samedi;3;0;15.0;1.0;1.0
8667;111229;3;samedi;4;0;;;
8668;111229;3;samedi;5;0;60.0;1.0;2.0
8669;111229;3;samedi;6;0;;;
8706;111230;3;samedi;1;0;25.0;1.0;1.0
8707;111230;3;samedi;2;1;;;
8708;111230;3;samedi;3;0;75.0;1.0;2.0
8709;111230;3;samedi;4;0;;;
8710;111230;3;samedi;5;0;90.0;5.0;3.0
8711;111230;3;samedi;6;0;;;
8748;111236;3;samedi;1;0;15.0;1.0;1.0
8749;111236;3;samedi;2;1;;;
8750;111236;3;samedi;3;0;30.0;1.0;2.0
8751;111236;3;samedi;4;0;;;
8752;111236;3;samedi;5;0;30.0;1.0;2.0
8753;111236;3;samedi;6;1;;;
8790;111238;3;dimanche;1;0;2.0;1.0;1.0
8791;111238;3;dimanche;2;1;;;
8792;111238;3;dimanche;3;0;75.0;1.0;2.0
8793;111238;3;dimanche;4;1;;;
8794;111238;3;dimanche;5;0;30.0;1.0;2.0
8795;111238;3;dimanche;6;1;;;
8832;111239;3;dimanche;1;0;60.0;3.0;2.0
8833;111239;3;dimanche;2;1;;;
8834;111239;3;dimanche;3;0;70.0;1.0;2.0
8835;111239;3;dimanche;4;0;;;
8836;111239;3;dimanche;5;0;15.0;1.0;1.0
8837;111239;3;dimanche;6;1;;;
8874;111247;3;dimanche;1;0;30.0;1.0;2.0
8875;111247;3;dimanche;2;1;;;
8876;111247;3;dimanche;3;0;30.0;1.0;2.0
8877;111247;3;dimanche;4;1;;;
8878;111247;3;dimanche;5;0;30.0;1.0;2.0
8879;111247;3;dimanche;6;0;;;
8916;111253;3;lundi;1;1;;;
8917;111253;3;lundi;2;0;;;
8918;111253;3;lundi;3;0;60.0;1.0;2.0
8919;111253;3;lundi;4;0;;;
8920;111253;3;lundi;5;0;60.0;1.0;2.0
8921;111253;3;lundi;6;0;;;
8958;111258;3;jeudi;1;0;30.0;3.0;2.0
8959;111258;3;jeudi;2;1;;;
8960;111258;3;jeudi;3;0;45.0;3.0;2.0
8961;111258;3;jeudi;4;1;;;
8962;111258;3;jeudi;5;0;45.0;1.0;1.0
8963;111258;3;jeudi;6;1;;;
9000;111260;3;samedi;1;0;45.0;6.0;1.0
9001;111260;3;samedi;2;1;;;
9002;111260;3;samedi;3;0;15.0;6.0;1.0
9003;111260;3;samedi;4;0;;;
9004;111260;3;samedi;5;0;75.0;6.0;4.0
9005;111260;3;samedi;6;1;;;
9042;111261;3;jeudi;1;0;30.0;1.0;2.0
9043;111261;3;jeudi;2;0;;;
9044;111261;3;jeudi;3;0;75.0;5.0;4.0
9045;111261;3;jeudi;4;0;;;
9046;111261;3;jeudi;5;0;45.0;1.0;2.0
9047;111261;3;jeudi;6;1;;;
9084;111264;3;dimanche;1;1;;;
9085;111264;3;dimanche;2;0;;;
9086;111264;3;dimanche;3;0;75.0;1.0;2.0
9087;111264;3;dimanche;4;0;;;
9088;111264;3;dimanche;5;0;60.0;1.0;9.0
9089;111264;3;dimanche;6;0;;;
9126;111265;3;vendredi;1;0;30.0;1.0;1.0
9127;111265;3;vendredi;2;0;;;
9128;111265;3;vendredi;3;0;60.0;5.0;2.0
9129;111265;3;vendredi;4;0;;;
9130;111265;3;vendredi;5;0;60.0;5.0;1.0
9131;111265;3;vendredi;6;0;;;
9168;111271;3;dimanche;1;0;10.0;1.0;2.0
