;nomen;nojour;nomjour;tyrep;temrep;duree;lieu;avecqui
27930;112885;1;dimanche;1;0;30.0;1.0;1.0
27931;112885;1;dimanche;2;1;;;
27932;112885;1;dimanche;3;0;30.0;1.0;1.0
27933;112885;1;dimanche;4;0;;;
27934;112885;1;dimanche;5;0;45.0;1.0;1.0
27935;112885;1;dimanche;6;0;;;
27972;112888;1;dimanche;1;0;15.0;1.0;2.0
27973;112888;1;dimanche;2;0;;;
27974;112888;1;dimanche;3;0;60.0;3.0;3.0
27975;112888;1;dimanche;4;0;;;
27976;112888;1;dimanche;5;0;30.0;1.0;2.0
27977;112888;1;dimanche;6;0;;;
28014;112898;1;mardi;1;0;30.0;1.0;1.0
28015;112898;1;mardi;2;1;;;
28016;112898;1;mardi;3;0;30.0;1.0;1.0
28017;112898;1;mardi;4;1;;;
28018;112898;1;mardi;5;0;45.0;1.0;1.0
28019;112898;1;mardi;6;1;;;
28056;112900;1;samedi;1;0;15.0;1.0;2.0
28057;112900;1;samedi;2;1;;;
28058;112900;1;samedi;3;0;60.0;1.0;2.0
28059;112900;1;samedi;4;1;;;
28060;112900;1;samedi;5;0;30.0;1.0;2.0
28061;112900;1;samedi;6;1;;;
28098;112902;1;lundi;1;0;25.0;1.0;1.0
28099;112902;1;lundi;2;1;;;
28100;112902;1;lundi;3;0;45.0;1.0;2.0
28101;112902;1;lundi;4;0;;;
28102;112902;1;lundi;5;0;45.0;1.0;2.0
28103;112902;1;lundi;6;1;;;
28140;112904;1;mardi;1;0;;6.0;1.0
28141;112904;1;mardi;2;1;;;
28142;112904;1;mardi;3;0;30.0;1.0;2.0
28143;112904;1;mardi;4;1;;;
28144;112904;1;mardi;5;0;30.0;1.0;2.0
28145;112904;1;mardi;6;1;;;
28182;112907;1;jeudi;1;0;15.0;1.0;2.0
28183;112907;1;jeudi;2;0;;;
28184;112907;1;jeudi;3;0;30.0;1.0;2.0
28185;112907;1;jeudi;4;0;;;
28186;112907;1;jeudi;5;0;30.0;1.0;2.0
28187;112907;1;jeudi;6;1;;;
28224;112908;1;mercredi;1;0;10.0;1.0;1.0
28225;112908;1;mercredi;2;1;;;
28226;112908;1;mercredi;3;0;45.0;1.0;2.0
28227;112908;1;mercredi;4;0;;;
28228;112908;1;mercredi;5;0;30.0;1.0;2.0
28229;112908;1;mercredi;6;1;;;
28266;112909;1;mercredi;1;0;30.0;1.0;1.0
28267;112909;1;mercredi;2;0;;;
28268;112909;1;mercredi;3;0;30.0;1.0;1.0
28269;112909;1;mercredi;4;0;;;
28270;112909;1;mercredi;5;0;20.0;1.0;1.0
28271;112909;1;mercredi;6;0;;;
28308;112923;1;mercredi;1;0;15.0;1.0;1.0
28309;112923;1;mercredi;2;1;;;
28310;112923;1;mercredi;3;0;20.0;1.0;1.0
28311;112923;1;mercredi;4;0;;;
28312;112923;1;mercredi;5;0;45.0;3.0;3.0
28313;112923;1;mercredi;6;0;;;
38472;114850;1;dimanche;1;0;15.0;1.0;2.0
38473;114850;1;dimanche;2;0;;;
38474;114850;1;dimanche;3;0;60.0;1.0;2.0
38475;114850;1;dimanche;4;0;;;
38476;114850;1;dimanche;5;0;60.0;1.0;2.0
38477;114850;1;dimanche;6;1;;;
41328;115168;1;jeudi;1;0;10.0;1.0;1.0
41329;115168;1;jeudi;2;0;;;
41330;115168;1;jeudi;3;0;30.0;1.0;2.0
41331;115168;1;jeudi;4;0;;;
41332;115168;1;jeudi;5;0;30.0;1.0;2.0
41333;115168;1;jeudi;6;0;;;
57288;116602;1;vendredi;1;0;17.0;1.0;1.0
57289;116602;1;vendredi;2;1;;;
57290;116602;1;vendredi;3;0;40.0;1.0;2.0
57291;116602;1;vendredi;4;0;;;
57292;116602;1;vendredi;5;0;30.0;1.0;2.0
57293;116602;1;vendredi;6;1;;;
60774;116947;1;jeudi;1;0;30.0;1.0;1.0
60775;116947;1;jeudi;2;1;;;
60776;116947;1;jeudi;3;0;60.0;1.0;4.0
60777;116947;1;jeudi;4;1;;;
60778;116947;1;jeudi;5;0;60.0;1.0;3.0
60779;116947;1;jeudi;6;1;;;
62916;117180;1;dimanche;1;1;;;
62917;117180;1;dimanche;2;0;;;
62918;117180;1;dimanche;3;0;120.0;1.0;2.0
62919;117180;1;dimanche;4;1;;;
62920;117180;1;dimanche;5;0;60.0;3.0;3.0
62921;117180;1;dimanche;6;0;;;
66738;134100;1;vendredi;1;0;30.0;1.0;1.0
66739;134100;1;vendredi;2;1;;;
66740;134100;1;vendredi;3;0;60.0;3.0;3.0
66741;134100;1;vendredi;4;1;;;
66742;134100;1;vendredi;5;0;15.0;1.0;2.0
66743;134100;1;vendredi;6;1;;;
71946;170396;1;mardi;1;0;10.0;1.0;1.0
71947;170396;1;mardi;2;1;;;
71948;170396;1;mardi;3;0;30.0;1.0;2.0
71949;170396;1;mardi;4;0;;;
71950;170396;1;mardi;5;0;30.0;1.0;2.0
71951;170396;1;mardi;6;1;;;
75516;170847;1;dimanche;1;0;;1.0;1.0
75517;170847;1;dimanche;2;1;;;
75518;170847;1;dimanche;3;0;30.0;1.0;2.0
75519;170847;1;dimanche;4;0;;;
75520;170847;1;dimanche;5;0;30.0;1.0;2.0
75521;170847;1;dimanche;6;1;;;
78246;171102;1;mardi;1;0;10.0;1.0;1.0
78247;171102;1;mardi;2;1;;;
78248;171102;1;mardi;3;1;;;
78249;171102;1;mardi;4;1;;;
78250;171102;1;mardi;5;0;45.0;1.0;2.0
78251;171102;1;mardi;6;0;;;
80220;171278;1;vendredi;1;0;30.0;1.0;1.0
80221;171278;1;vendredi;2;1;;;
80222;171278;1;vendredi;3;0;30.0;1.0;1.0
80223;171278;1;vendredi;4;0;;;
80224;171278;1;vendredi;5;0;40.0;1.0;1.0
80225;171278;1;vendredi;6;0;;;
80724;171303;1;jeudi;1;0;10.0;1.0;1.0
80725;171303;1;jeudi;2;1;;;
80726;171303;1;jeudi;3;0;30.0;1.0;1.0
80727;171303;1;jeudi;4;1;;;
80728;171303;1;jeudi;5;0;30.0;1.0;1.0
80729;171303;1;jeudi;6;1;;;
93282;172405;1;mardi;1;0;30.0;1.0;2.0
93283;172405;1;mardi;2;1;;;
93284;172405;1;mardi;3;0;75.0;5.0;2.0
93285;172405;1;mardi;4;0;;;
93286;172405;1;mardi;5;0;50.0;5.0;2.0
93287;172405;1;mardi;6;1;;;
96978;172736;1;lundi;1;1;;;
96979;172736;1;lundi;2;1;;;
96980;172736;1;lundi;3;0;60.0;1.0;2.0
96981;172736;1;lundi;4;0;;;
96982;172736;1;lundi;5;0;30.0;1.0;2.0
96983;172736;1;lundi;6;1;;;
102732;173376;1;jeudi;1;0;15.0;1.0;1.0
102733;173376;1;jeudi;2;0;;;
102734;173376;1;jeudi;3;0;20.0;2.0;4.0
102735;173376;1;jeudi;4;0;;;
102736;173376;1;jeudi;5;0;15.0;1.0;1.0
102737;173376;1;jeudi;6;1;;;
104748;173645;1;vendredi;1;0;30.0;1.0;2.0
104749;173645;1;vendredi;2;1;;;
104750;173645;1;vendredi;3;0;45.0;3.0;2.0
104751;173645;1;vendredi;4;0;;;
104752;173645;1;vendredi;5;0;45.0;1.0;2.0
104753;173645;1;vendredi;6;1;;;
105420;173746;1;lundi;1;0;10.0;1.0;2.0
105421;173746;1;lundi;2;0;;;
105422;173746;1;lundi;3;0;15.0;1.0;1.0
105423;173746;1;lundi;4;0;;;
105424;173746;1;lundi;5;0;20.0;1.0;1.0
105425;173746;1;lundi;6;1;;;
109788;193938;1;samedi;1;0;10.0;1.0;1.0
109789;193938;1;samedi;2;1;;;
109790;193938;1;samedi;3;0;40.0;3.0;2.0
109791;193938;1;samedi;4;0;;;
109792;193938;1;samedi;5;0;30.0;3.0;2.0
109793;193938;1;samedi;6;1;;;
123480;241143;1;samedi;1;0;30.0;2.0;3.0
123481;241143;1;samedi;2;0;;;
123482;241143;1;samedi;3;0;30.0;1.0;2.0
123483;241143;1;samedi;4;0;;;
123484;241143;1;samedi;5;0;30.0;1.0;2.0
123485;241143;1;samedi;6;1;;;
123522;241146;1;mercredi;1;0;15.0;1.0;1.0
123523;241146;1;mercredi;2;1;;;
123524;241146;1;mercredi;3;1;;;
123525;241146;1;mercredi;4;0;;;
123526;241146;1;mercredi;5;0;20.0;3.0;3.0
123527;241146;1;mercredi;6;0;;;
123564;241147;1;dimanche;1;0;24.0;1.0;1.0
123565;241147;1;dimanche;2;1;;;
123566;241147;1;dimanche;3;0;75.0;1.0;2.0
123567;241147;1;dimanche;4;0;;;
123568;241147;1;dimanche;5;0;;1.0;2.0
123569;241147;1;dimanche;6;1;;;
123732;241163;1;mercredi;1;0;20.0;1.0;1.0
123733;241163;1;mercredi;2;1;;;
123734;241163;1;mercredi;3;0;30.0;3.0;2.0
123735;241163;1;mercredi;4;0;;;
123736;241163;1;mercredi;5;0;30.0;1.0;2.0
123737;241163;1;mercredi;6;1;;;
124992;241265;1;jeudi;1;0;15.0;1.0;2.0
124993;241265;1;jeudi;2;1;;;
124994;241265;1;jeudi;3;0;50.0;1.0;2.0
124995;241265;1;jeudi;4;0;;;
124996;241265;1;jeudi;5;0;30.0;1.0;2.0
124997;241265;1;jeudi;6;0;;;
125034;241267;1;mercredi;1;1;;;
125035;241267;1;mercredi;2;1;;;
125036;241267;1;mercredi;3;1;;;
125037;241267;1;mercredi;4;0;;;
125038;241267;1;mercredi;5;0;30.0;0.0;2.0
125039;241267;1;mercredi;6;1;;;
125076;241272;1;mardi;1;0;25.0;1.0;2.0
125077;241272;1;mardi;2;0;;;
125078;241272;1;mardi;3;0;45.0;1.0;2.0
125079;241272;1;mardi;4;0;;;
125080;241272;1;mardi;5;0;70.0;1.0;2.0
125081;241272;1;mardi;6;1;;;
132930;242663;1;lundi;1;0;15.0;1.0;1.0
132931;242663;1;lundi;2;0;;;
132932;242663;1;lundi;3;0;30.0;1.0;2.0
132933;242663;1;lundi;4;0;;;
132934;242663;1;lundi;5;0;30.0;1.0;2.0
132935;242663;1;lundi;6;0;;;
135870;242951;1;dimanche;1;0;10.0;1.0;1.0
135871;242951;1;dimanche;2;0;;;
135872;242951;1;dimanche;3;0;15.0;1.0;1.0
135873;242951;1;dimanche;4;0;;;
135874;242951;1;dimanche;5;0;60.0;1.0;2.0
135875;242951;1;dimanche;6;1;;;
136248;243002;1;samedi;1;0;15.0;1.0;2.0
136249;243002;1;samedi;2;1;;;
136250;243002;1;samedi;3;0;30.0;1.0;2.0
136251;243002;1;samedi;4;0;;;
136252;243002;1;samedi;5;0;30.0;1.0;2.0
136253;243002;1;samedi;6;1;;;
136752;243052;1;mardi;1;0;10.0;1.0;2.0
136753;243052;1;mardi;2;1;;;
136754;243052;1;mardi;3;0;25.0;1.0;2.0
136755;243052;1;mardi;4;0;;;
136756;243052;1;mardi;5;0;30.0;1.0;9.0
136757;243052;1;mardi;6;1;;;
140952;243415;1;jeudi;1;0;20.0;1.0;1.0
140953;243415;1;jeudi;2;0;;;
140954;243415;1;jeudi;3;0;20.0;1.0;1.0
140955;243415;1;jeudi;4;0;;;
140956;243415;1;jeudi;5;0;30.0;1.0;2.0
140957;243415;1;jeudi;6;0;;;
163716;246686;1;lundi;1;0;10.0;1.0;2.0
163717;246686;1;lundi;2;1;;;
163718;246686;1;lundi;3;0;30.0;1.0;2.0
163719;246686;1;lundi;4;0;;;
163720;246686;1;lundi;5;0;30.0;1.0;2.0
163721;246686;1;lundi;6;1;;;
163758;246687;1;lundi;1;0;15.0;1.0;2.0
163759;246687;1;lundi;2;1;;;
163760;246687;1;lundi;3;0;45.0;1.0;2.0
163761;246687;1;lundi;4;0;;;
163762;246687;1;lundi;5;0;30.0;1.0;2.0
163763;246687;1;lundi;6;1;;;
163800;246689;1;dimanche;1;0;30.0;1.0;2.0
163801;246689;1;dimanche;2;1;;;
163802;246689;1;dimanche;3;0;60.0;1.0;2.0
163803;246689;1;dimanche;4;0;;;
163804;246689;1;dimanche;5;0;45.0;1.0;2.0
163805;246689;1;dimanche;6;1;;;
163842;246691;1;vendredi;1;0;30.0;1.0;1.0
163843;246691;1;vendredi;2;1;;;
163844;246691;1;vendredi;3;0;45.0;1.0;2.0
163845;246691;1;vendredi;4;0;;;
163846;246691;1;vendredi;5;0;30.0;1.0;2.0
163847;246691;1;vendredi;6;0;;;
163884;246694;1;jeudi;1;0;10.0;1.0;1.0
163885;246694;1;jeudi;2;0;;;
163886;246694;1;jeudi;3;0;25.0;1.0;2.0
163887;246694;1;jeudi;4;0;;;
163888;246694;1;jeudi;5;0;10.0;1.0;2.0
163889;246694;1;jeudi;6;1;;;
