;nomen;nojour;nomjour;tyrep;temrep;duree;lieu;avecqui
20580;112282;1;lundi;1;0;5.0;6.0;1.0
20581;112282;1;lundi;2;1;;;
20582;112282;1;lundi;3;0;15.0;1.0;1.0
20583;112282;1;lundi;4;1;;;
20584;112282;1;lundi;5;0;15.0;1.0;1.0
20585;112282;1;lundi;6;1;;;
20622;112283;1;mardi;1;0;10.0;1.0;2.0
20623;112283;1;mardi;2;0;;;
20624;112283;1;mardi;3;0;45.0;5.0;4.0
20625;112283;1;mardi;4;0;;;
20626;112283;1;mardi;5;0;40.0;1.0;2.0
20627;112283;1;mardi;6;1;;;
20664;112286;1;lundi;1;0;15.0;1.0;2.0
20665;112286;1;lundi;2;0;;;
20666;112286;1;lundi;3;0;30.0;1.0;2.0
20667;112286;1;lundi;4;1;;;
20668;112286;1;lundi;5;0;45.0;1.0;2.0
20669;112286;1;lundi;6;1;;;
20706;112288;1;lundi;1;0;15.0;1.0;2.0
20707;112288;1;lundi;2;1;;;
20708;112288;1;lundi;3;0;30.0;1.0;2.0
20709;112288;1;lundi;4;1;;;
20710;112288;1;lundi;5;0;60.0;1.0;2.0
20711;112288;1;lundi;6;1;;;
20748;112294;1;mercredi;1;0;30.0;1.0;1.0
20749;112294;1;mercredi;2;1;;;
20750;112294;1;mercredi;3;0;30.0;1.0;1.0
20751;112294;1;mercredi;4;0;;;
20752;112294;1;mercredi;5;0;30.0;1.0;2.0
20753;112294;1;mercredi;6;1;;;
20790;112303;1;samedi;1;0;15.0;1.0;2.0
20791;112303;1;samedi;2;0;;;
20792;112303;1;samedi;3;0;60.0;1.0;2.0
20793;112303;1;samedi;4;0;;;
20794;112303;1;samedi;5;0;45.0;1.0;2.0
20795;112303;1;samedi;6;1;;;
20832;112304;1;mercredi;1;0;5.0;1.0;2.0
20833;112304;1;mercredi;2;0;;;
20834;112304;1;mercredi;3;0;50.0;6.0;4.0
20835;112304;1;mercredi;4;0;;;
20836;112304;1;mercredi;5;0;40.0;1.0;2.0
20837;112304;1;mercredi;6;1;;;
20874;112306;1;vendredi;1;0;30.0;1.0;2.0
20875;112306;1;vendredi;2;0;;;
20876;112306;1;vendredi;3;0;30.0;1.0;2.0
20877;112306;1;vendredi;4;1;;;
20878;112306;1;vendredi;5;0;30.0;1.0;2.0
20879;112306;1;vendredi;6;1;;;
20916;112309;1;dimanche;1;0;30.0;1.0;2.0
20917;112309;1;dimanche;2;1;;;
20918;112309;1;dimanche;3;0;180.0;1.0;4.0
20919;112309;1;dimanche;4;1;;;
20920;112309;1;dimanche;5;0;30.0;1.0;2.0
20921;112309;1;dimanche;6;1;;;
20958;112311;1;samedi;1;0;20.0;1.0;1.0
20959;112311;1;samedi;2;1;;;
20960;112311;1;samedi;3;0;40.0;1.0;2.0
20961;112311;1;samedi;4;0;;;
20962;112311;1;samedi;5;0;35.0;1.0;2.0
20963;112311;1;samedi;6;0;;;
21000;112312;1;lundi;1;0;15.0;1.0;2.0
21001;112312;1;lundi;2;1;;;
21002;112312;1;lundi;3;0;45.0;1.0;3.0
21003;112312;1;lundi;4;1;;;
21004;112312;1;lundi;5;0;30.0;1.0;2.0
21005;112312;1;lundi;6;1;;;
21042;112314;1;vendredi;1;0;15.0;1.0;2.0
21043;112314;1;vendredi;2;1;;;
21044;112314;1;vendredi;3;0;45.0;1.0;2.0
21045;112314;1;vendredi;4;1;;;
21046;112314;1;vendredi;5;0;30.0;1.0;2.0
21047;112314;1;vendredi;6;1;;;
21084;112316;1;mercredi;1;0;15.0;1.0;1.0
21085;112316;1;mercredi;2;1;;;
21086;112316;1;mercredi;3;1;;;
21087;112316;1;mercredi;4;0;;;
21088;112316;1;mercredi;5;0;30.0;1.0;1.0
21089;112316;1;mercredi;6;0;;;
21126;112318;1;samedi;1;0;30.0;1.0;2.0
21127;112318;1;samedi;2;0;;;
21128;112318;1;samedi;3;0;60.0;1.0;2.0
21129;112318;1;samedi;4;0;;;
21130;112318;1;samedi;5;0;120.0;1.0;2.0
21131;112318;1;samedi;6;1;;;
21168;112319;1;jeudi;1;0;15.0;1.0;1.0
21169;112319;1;jeudi;2;1;;;
21170;112319;1;jeudi;3;0;25.0;1.0;2.0
21171;112319;1;jeudi;4;0;;;
21172;112319;1;jeudi;5;0;20.0;1.0;2.0
21173;112319;1;jeudi;6;0;;;
21210;112323;1;mardi;1;0;25.0;1.0;2.0
21211;112323;1;mardi;2;0;;;
21212;112323;1;mardi;3;0;60.0;1.0;2.0
21213;112323;1;mardi;4;0;;;
21214;112323;1;mardi;5;0;30.0;1.0;1.0
21215;112323;1;mardi;6;1;;;
21252;112325;1;lundi;1;0;15.0;1.0;2.0
21253;112325;1;lundi;2;1;;;
21254;112325;1;lundi;3;0;35.0;1.0;2.0
21255;112325;1;lundi;4;0;;;
21256;112325;1;lundi;5;0;30.0;1.0;2.0
21257;112325;1;lundi;6;1;;;
21294;112326;1;mardi;1;0;15.0;1.0;1.0
21295;112326;1;mardi;2;1;;;
21296;112326;1;mardi;3;0;30.0;1.0;2.0
21297;112326;1;mardi;4;0;;;
21298;112326;1;mardi;5;0;30.0;1.0;2.0
21299;112326;1;mardi;6;0;;;
21336;112327;1;vendredi;1;0;15.0;1.0;1.0
21337;112327;1;vendredi;2;0;;;
21338;112327;1;vendredi;3;0;60.0;1.0;1.0
21339;112327;1;vendredi;4;0;;;
21340;112327;1;vendredi;5;0;30.0;1.0;2.0
21341;112327;1;vendredi;6;0;;;
21378;112335;1;dimanche;1;0;30.0;1.0;2.0
21379;112335;1;dimanche;2;0;;;
21380;112335;1;dimanche;3;0;75.0;1.0;2.0
21381;112335;1;dimanche;4;0;;;
21382;112335;1;dimanche;5;0;60.0;1.0;2.0
21383;112335;1;dimanche;6;0;;;
21420;112337;1;dimanche;1;0;;3.0;3.0
21421;112337;1;dimanche;2;0;;;
21422;112337;1;dimanche;3;0;38.0;1.0;1.0
21423;112337;1;dimanche;4;1;;;
21424;112337;1;dimanche;5;0;21.0;1.0;1.0
21425;112337;1;dimanche;6;1;;;
21462;112339;1;lundi;1;0;8.0;1.0;1.0
21463;112339;1;lundi;2;1;;;
21464;112339;1;lundi;3;0;30.0;2.0;3.0
21465;112339;1;lundi;4;0;;;
21466;112339;1;lundi;5;0;20.0;1.0;2.0
21467;112339;1;lundi;6;1;;;
21504;112340;1;mardi;1;0;30.0;1.0;1.0
21505;112340;1;mardi;2;0;;;
21506;112340;1;mardi;3;0;45.0;1.0;2.0
21507;112340;1;mardi;4;0;;;
21508;112340;1;mardi;5;0;45.0;1.0;2.0
21509;112340;1;mardi;6;0;;;
21546;112341;1;lundi;1;0;10.0;1.0;4.0
21547;112341;1;lundi;2;0;;;
21548;112341;1;lundi;3;0;30.0;6.0;4.0
21549;112341;1;lundi;4;0;;;
21550;112341;1;lundi;5;0;30.0;1.0;2.0
21551;112341;1;lundi;6;0;;;
21588;112343;1;jeudi;1;0;;1.0;1.0
21589;112343;1;jeudi;2;0;;;
21590;112343;1;jeudi;3;0;20.0;1.0;2.0
21591;112343;1;jeudi;4;0;;;
21592;112343;1;jeudi;5;0;30.0;1.0;2.0
21593;112343;1;jeudi;6;0;;;
21630;112345;1;jeudi;1;0;20.0;1.0;2.0
21631;112345;1;jeudi;2;1;;;
21632;112345;1;jeudi;3;0;30.0;1.0;2.0
21633;112345;1;jeudi;4;1;;;
21634;112345;1;jeudi;5;0;30.0;1.0;2.0
21635;112345;1;jeudi;6;1;;;
21672;112349;1;vendredi;1;0;30.0;1.0;1.0
21673;112349;1;vendredi;2;1;;;
21674;112349;1;vendredi;3;0;45.0;5.0;4.0
21675;112349;1;vendredi;4;1;;;
21676;112349;1;vendredi;5;0;45.0;1.0;2.0
21677;112349;1;vendredi;6;0;;;
21714;112350;1;mercredi;1;0;15.0;1.0;1.0
21715;112350;1;mercredi;2;0;;;
21716;112350;1;mercredi;3;0;30.0;1.0;2.0
21717;112350;1;mercredi;4;0;;;
21718;112350;1;mercredi;5;1;;;
21719;112350;1;mercredi;6;0;;;
21756;112359;1;mercredi;1;0;5.0;1.0;2.0
21757;112359;1;mercredi;2;0;;;
21758;112359;1;mercredi;3;0;25.0;1.0;2.0
21759;112359;1;mercredi;4;1;;;
21760;112359;1;mercredi;5;0;30.0;1.0;2.0
21761;112359;1;mercredi;6;1;;;
21798;112360;1;mardi;1;0;30.0;1.0;1.0
21799;112360;1;mardi;2;1;;;
21800;112360;1;mardi;3;0;20.0;6.0;3.0
21801;112360;1;mardi;4;1;;;
21802;112360;1;mardi;5;0;30.0;1.0;1.0
21803;112360;1;mardi;6;1;;;
21840;112364;1;samedi;1;0;8.0;1.0;1.0
21841;112364;1;samedi;2;0;;;
21842;112364;1;samedi;3;0;25.0;1.0;1.0
21843;112364;1;samedi;4;0;;;
21844;112364;1;samedi;5;0;25.0;1.0;1.0
21845;112364;1;samedi;6;0;;;
21882;112365;1;mercredi;1;0;7.0;1.0;2.0
21883;112365;1;mercredi;2;0;;;
21884;112365;1;mercredi;3;1;;;
21885;112365;1;mercredi;4;0;;;
21886;112365;1;mercredi;5;0;18.0;1.0;2.0
21887;112365;1;mercredi;6;1;;;
21924;112369;1;mercredi;1;0;30.0;1.0;1.0
21925;112369;1;mercredi;2;1;;;
21926;112369;1;mercredi;3;0;45.0;1.0;1.0
21927;112369;1;mercredi;4;0;;;
21928;112369;1;mercredi;5;0;30.0;1.0;1.0
21929;112369;1;mercredi;6;0;;;
21966;112370;1;lundi;1;0;60.0;1.0;2.0
21967;112370;1;lundi;2;0;;;
21968;112370;1;lundi;3;0;90.0;0.0;2.0
21969;112370;1;lundi;4;0;;;
21970;112370;1;lundi;5;0;30.0;1.0;2.0
21971;112370;1;lundi;6;1;;;
22008;112374;1;dimanche;1;0;30.0;1.0;2.0
22009;112374;1;dimanche;2;1;;;
22010;112374;1;dimanche;3;0;45.0;1.0;2.0
22011;112374;1;dimanche;4;1;;;
22012;112374;1;dimanche;5;0;35.0;1.0;1.0
22013;112374;1;dimanche;6;1;;;
22050;112377;1;jeudi;1;0;10.0;1.0;1.0
22051;112377;1;jeudi;2;1;;;
22052;112377;1;jeudi;3;0;30.0;1.0;2.0
22053;112377;1;jeudi;4;1;;;
22054;112377;1;jeudi;5;0;30.0;1.0;2.0
22055;112377;1;jeudi;6;1;;;
22092;112378;1;samedi;1;0;15.0;1.0;2.0
22093;112378;1;samedi;2;0;;;
22094;112378;1;samedi;3;0;60.0;1.0;2.0
22095;112378;1;samedi;4;0;;;
22096;112378;1;samedi;5;0;45.0;1.0;2.0
22097;112378;1;samedi;6;1;;;
22134;112382;1;lundi;1;0;30.0;1.0;1.0
22135;112382;1;lundi;2;1;;;
22136;112382;1;lundi;3;0;60.0;1.0;2.0
22137;112382;1;lundi;4;1;;;
22138;112382;1;lundi;5;0;60.0;1.0;2.0
22139;112382;1;lundi;6;1;;;
22176;112386;1;samedi;1;0;15.0;1.0;1.0
22177;112386;1;samedi;2;1;;;
22178;112386;1;samedi;3;0;45.0;1.0;2.0
22179;112386;1;samedi;4;0;;;
22180;112386;1;samedi;5;0;45.0;1.0;2.0
22181;112386;1;samedi;6;1;;;
22218;112387;1;lundi;1;0;15.0;1.0;1.0
22219;112387;1;lundi;2;1;;;
22220;112387;1;lundi;3;0;60.0;1.0;2.0
22221;112387;1;lundi;4;1;;;
22222;112387;1;lundi;5;0;65.0;1.0;2.0
22223;112387;1;lundi;6;1;;;
22260;112388;1;mardi;1;0;5.0;1.0;1.0
22261;112388;1;mardi;2;1;;;
22262;112388;1;mardi;3;0;15.0;1.0;2.0
22263;112388;1;mardi;4;0;;;
22264;112388;1;mardi;5;0;35.0;4.0;2.0
22265;112388;1;mardi;6;0;;;
22302;112389;1;mercredi;1;0;25.0;1.0;1.0
22303;112389;1;mercredi;2;1;;;
22304;112389;1;mercredi;3;0;45.0;1.0;2.0
22305;112389;1;mercredi;4;0;;;
22306;112389;1;mercredi;5;0;25.0;1.0;1.0
22307;112389;1;mercredi;6;0;;;
22344;112392;1;lundi;1;0;15.0;3.0;2.0
22345;112392;1;lundi;2;1;;;
22346;112392;1;lundi;3;0;30.0;3.0;2.0
22347;112392;1;lundi;4;0;;;
22348;112392;1;lundi;5;0;30.0;3.0;2.0
22349;112392;1;lundi;6;1;;;
22386;112393;1;jeudi;1;0;20.0;1.0;1.0
22387;112393;1;jeudi;2;1;;;
22388;112393;1;jeudi;3;0;30.0;1.0;1.0
22389;112393;1;jeudi;4;0;;;
22390;112393;1;jeudi;5;0;30.0;1.0;1.0
22391;112393;1;jeudi;6;0;;;
22428;112394;1;mardi;1;0;30.0;1.0;1.0
22429;112394;1;mardi;2;0;;;
22430;112394;1;mardi;3;0;30.0;1.0;1.0
22431;112394;1;mardi;4;1;;;
22432;112394;1;mardi;5;0;60.0;1.0;1.0
22433;112394;1;mardi;6;1;;;
22470;112395;1;lundi;1;0;5.0;1.0;1.0
22471;112395;1;lundi;2;1;;;
22472;112395;1;lundi;3;0;30.0;1.0;1.0
22473;112395;1;lundi;4;0;;;
22474;112395;1;lundi;5;0;90.0;1.0;2.0
22475;112395;1;lundi;6;1;;;
22512;112396;1;jeudi;1;0;30.0;1.0;1.0
22513;112396;1;jeudi;2;1;;;
22514;112396;1;jeudi;3;0;15.0;1.0;2.0
22515;112396;1;jeudi;4;0;;;
22516;112396;1;jeudi;5;0;60.0;1.0;2.0
22517;112396;1;jeudi;6;0;;;
22554;112402;1;vendredi;1;0;15.0;1.0;1.0
22555;112402;1;vendredi;2;1;;;
22556;112402;1;vendredi;3;0;45.0;1.0;2.0
22557;112402;1;vendredi;4;0;;;
22558;112402;1;vendredi;5;0;30.0;1.0;2.0
22559;112402;1;vendredi;6;0;;;
22596;112409;1;vendredi;1;0;5.0;1.0;1.0
22597;112409;1;vendredi;2;0;;;
22598;112409;1;vendredi;3;0;30.0;1.0;1.0
22599;112409;1;vendredi;4;1;;;
22600;112409;1;vendredi;5;0;50.0;1.0;2.0
22601;112409;1;vendredi;6;1;;;
22638;112410;1;lundi;1;0;30.0;1.0;1.0
22639;112410;1;lundi;2;1;;;
22640;112410;1;lundi;3;0;45.0;2.0;4.0
22641;112410;1;lundi;4;1;;;
22642;112410;1;lundi;5;1;;;
22643;112410;1;lundi;6;1;;;
22680;112414;1;mardi;1;0;;1.0;1.0
22681;112414;1;mardi;2;1;;;
22682;112414;1;mardi;3;0;15.0;1.0;1.0
22683;112414;1;mardi;4;1;;;
22684;112414;1;mardi;5;0;25.0;1.0;2.0
22685;112414;1;mardi;6;1;;;
22722;112422;1;mardi;1;0;10.0;1.0;1.0
22723;112422;1;mardi;2;0;;;
22724;112422;1;mardi;3;0;60.0;2.0;3.0
22725;112422;1;mardi;4;0;;;
22726;112422;1;mardi;5;0;45.0;1.0;2.0
22727;112422;1;mardi;6;1;;;
