;nomen;nojour;nomjour;tyrep;temrep;duree;lieu;avecqui
23028;112452;3;dimanche;1;0;30.0;1.0;2.0
23029;112452;3;dimanche;2;1;;;
23030;112452;3;dimanche;3;0;180.0;1.0;2.0
23031;112452;3;dimanche;4;1;;;
23032;112452;3;dimanche;5;0;30.0;1.0;2.0
23033;112452;3;dimanche;6;1;;;
23070;112453;3;vendredi;1;0;30.0;1.0;1.0
23071;112453;3;vendredi;2;0;;;
23072;112453;3;vendredi;3;0;30.0;1.0;2.0
23073;112453;3;vendredi;4;0;;;
23074;112453;3;vendredi;5;0;75.0;1.0;2.0
23075;112453;3;vendredi;6;0;;;
23112;112456;3;mercredi;1;0;10.0;1.0;1.0
23113;112456;3;mercredi;2;1;;;
23114;112456;3;mercredi;3;0;30.0;1.0;1.0
23115;112456;3;mercredi;4;1;;;
23116;112456;3;mercredi;5;0;30.0;1.0;2.0
23117;112456;3;mercredi;6;0;;;
23154;112459;3;mercredi;1;0;30.0;1.0;2.0
23155;112459;3;mercredi;2;1;;;
23156;112459;3;mercredi;3;0;45.0;6.0;4.0
23157;112459;3;mercredi;4;1;;;
23158;112459;3;mercredi;5;0;45.0;1.0;1.0
23159;112459;3;mercredi;6;1;;;
23196;112460;3;lundi;1;0;15.0;1.0;2.0
23197;112460;3;lundi;2;0;;;
23198;112460;3;lundi;3;0;45.0;1.0;2.0
23199;112460;3;lundi;4;0;;;
23200;112460;3;lundi;5;0;45.0;1.0;2.0
23201;112460;3;lundi;6;0;;;
23238;112462;3;samedi;1;0;30.0;1.0;2.0
23239;112462;3;samedi;2;1;;;
23240;112462;3;samedi;3;0;30.0;1.0;2.0
23241;112462;3;samedi;4;1;;;
23242;112462;3;samedi;5;0;360.0;3.0;3.0
23243;112462;3;samedi;6;1;;;
23280;112465;3;lundi;1;0;20.0;1.0;2.0
23281;112465;3;lundi;2;1;;;
23282;112465;3;lundi;3;0;45.0;1.0;2.0
23283;112465;3;lundi;4;0;;;
23284;112465;3;lundi;5;0;30.0;1.0;2.0
23285;112465;3;lundi;6;1;;;
23322;112466;3;jeudi;1;0;30.0;1.0;2.0
23323;112466;3;jeudi;2;1;;;
23324;112466;3;jeudi;3;0;35.0;1.0;2.0
23325;112466;3;jeudi;4;0;;;
23326;112466;3;jeudi;5;0;20.0;2.0;4.0
23327;112466;3;jeudi;6;0;;;
23364;112467;3;samedi;1;0;30.0;1.0;2.0
23365;112467;3;samedi;2;0;;;
23366;112467;3;samedi;3;0;60.0;1.0;2.0
23367;112467;3;samedi;4;1;;;
23368;112467;3;samedi;5;0;60.0;1.0;2.0
23369;112467;3;samedi;6;1;;;
23406;112480;3;lundi;1;0;15.0;1.0;2.0
23407;112480;3;lundi;2;1;;;
23408;112480;3;lundi;3;0;30.0;6.0;1.0
23409;112480;3;lundi;4;0;;;
23410;112480;3;lundi;5;0;60.0;1.0;2.0
23411;112480;3;lundi;6;0;;;
23448;112484;3;mercredi;1;0;10.0;1.0;2.0
23449;112484;3;mercredi;2;0;;;
23450;112484;3;mercredi;3;0;30.0;1.0;2.0
23451;112484;3;mercredi;4;0;;;
23452;112484;3;mercredi;5;0;30.0;1.0;2.0
23453;112484;3;mercredi;6;0;;;
23490;112485;3;vendredi;1;0;30.0;1.0;1.0
23491;112485;3;vendredi;2;1;;;
23492;112485;3;vendredi;3;0;45.0;1.0;2.0
23493;112485;3;vendredi;4;1;;;
23494;112485;3;vendredi;5;0;60.0;1.0;1.0
23495;112485;3;vendredi;6;1;;;
23532;112493;3;vendredi;1;0;1.0;1.0;1.0
23533;112493;3;vendredi;2;1;;;
23534;112493;3;vendredi;3;0;50.0;1.0;2.0
23535;112493;3;vendredi;4;1;;;
23536;112493;3;vendredi;5;0;;1.0;3.0
23537;112493;3;vendredi;6;1;;;
23574;112494;3;jeudi;1;0;20.0;1.0;1.0
23575;112494;3;jeudi;2;1;;;
23576;112494;3;jeudi;3;0;20.0;2.0;4.0
23577;112494;3;jeudi;4;0;;;
23578;112494;3;jeudi;5;0;25.0;1.0;2.0
23579;112494;3;jeudi;6;9;;;
23616;112496;3;jeudi;1;0;15.0;1.0;2.0
23617;112496;3;jeudi;2;0;;;
23618;112496;3;jeudi;3;0;35.0;1.0;2.0
23619;112496;3;jeudi;4;0;;;
23620;112496;3;jeudi;5;0;165.0;1.0;2.0
23621;112496;3;jeudi;6;0;;;
23658;112500;3;dimanche;1;0;10.0;1.0;1.0
23659;112500;3;dimanche;2;1;;;
23660;112500;3;dimanche;3;0;75.0;1.0;1.0
23661;112500;3;dimanche;4;0;;;
23662;112500;3;dimanche;5;0;30.0;1.0;1.0
23663;112500;3;dimanche;6;1;;;
23700;112504;3;jeudi;1;0;15.0;1.0;1.0
23701;112504;3;jeudi;2;0;;;
23702;112504;3;jeudi;3;0;60.0;1.0;2.0
23703;112504;3;jeudi;4;0;;;
23704;112504;3;jeudi;5;0;60.0;1.0;2.0
23705;112504;3;jeudi;6;1;;;
23742;112507;3;vendredi;1;0;30.0;1.0;1.0
23743;112507;3;vendredi;2;1;;;
23744;112507;3;vendredi;3;0;15.0;2.0;4.0
23745;112507;3;vendredi;4;1;;;
23746;112507;3;vendredi;5;0;20.0;1.0;1.0
23747;112507;3;vendredi;6;1;;;
23784;112509;3;samedi;1;0;15.0;1.0;1.0
23785;112509;3;samedi;2;0;;;
23786;112509;3;samedi;3;0;65.0;1.0;2.0
23787;112509;3;samedi;4;0;;;
23788;112509;3;samedi;5;0;215.0;1.0;2.0
23789;112509;3;samedi;6;1;;;
23826;112511;3;vendredi;1;0;5.0;1.0;1.0
23827;112511;3;vendredi;2;1;;;
23828;112511;3;vendredi;3;0;15.0;1.0;2.0
23829;112511;3;vendredi;4;1;;;
23830;112511;3;vendredi;5;0;15.0;1.0;2.0
23831;112511;3;vendredi;6;1;;;
23868;112512;3;mercredi;1;1;;;
23869;112512;3;mercredi;2;1;;;
23870;112512;3;mercredi;3;1;;;
23871;112512;3;mercredi;4;0;;;
23872;112512;3;mercredi;5;0;30.0;1.0;3.0
23873;112512;3;mercredi;6;1;;;
23910;112514;3;jeudi;1;0;35.0;1.0;1.0
23911;112514;3;jeudi;2;1;;;
23912;112514;3;jeudi;3;0;35.0;1.0;1.0
23913;112514;3;jeudi;4;0;;;
23914;112514;3;jeudi;5;0;40.0;1.0;2.0
23915;112514;3;jeudi;6;1;;;
23952;112515;3;mardi;1;0;3.0;1.0;1.0
23953;112515;3;mardi;2;1;;;
23954;112515;3;mardi;3;0;45.0;1.0;1.0
23955;112515;3;mardi;4;1;;;
23956;112515;3;mardi;5;0;30.0;1.0;1.0
23957;112515;3;mardi;6;1;;;
23994;112518;3;samedi;1;0;30.0;1.0;2.0
23995;112518;3;samedi;2;1;;;
23996;112518;3;samedi;3;0;45.0;1.0;2.0
23997;112518;3;samedi;4;1;;;
23998;112518;3;samedi;5;0;40.0;1.0;2.0
23999;112518;3;samedi;6;0;;;
24036;112521;3;vendredi;1;0;15.0;1.0;2.0
24037;112521;3;vendredi;2;0;;;
24038;112521;3;vendredi;3;0;20.0;6.0;4.0
24039;112521;3;vendredi;4;0;;;
24040;112521;3;vendredi;5;0;20.0;3.0;2.0
24041;112521;3;vendredi;6;0;;;
24078;112527;3;mercredi;1;0;30.0;1.0;1.0
24079;112527;3;mercredi;2;1;;;
24080;112527;3;mercredi;3;0;30.0;1.0;1.0
24081;112527;3;mercredi;4;0;;;
24082;112527;3;mercredi;5;0;40.0;1.0;2.0
24083;112527;3;mercredi;6;1;;;
24120;112528;3;mardi;1;0;25.0;1.0;1.0
24121;112528;3;mardi;2;1;;;
24122;112528;3;mardi;3;0;50.0;1.0;1.0
24123;112528;3;mardi;4;0;;;
24124;112528;3;mardi;5;0;40.0;1.0;2.0
24125;112528;3;mardi;6;1;;;
24162;112529;3;dimanche;1;0;15.0;1.0;1.0
24163;112529;3;dimanche;2;1;;;
24164;112529;3;dimanche;3;0;60.0;1.0;2.0
24165;112529;3;dimanche;4;1;;;
24166;112529;3;dimanche;5;0;30.0;3.0;2.0
24167;112529;3;dimanche;6;1;;;
24204;112533;3;jeudi;1;1;;;
24205;112533;3;jeudi;2;0;;;
24206;112533;3;jeudi;3;0;20.0;0.0;1.0
24207;112533;3;jeudi;4;0;;;
24208;112533;3;jeudi;5;0;25.0;0.0;1.0
24209;112533;3;jeudi;6;1;;;
24246;112535;3;mardi;1;0;30.0;1.0;1.0
24247;112535;3;mardi;2;0;;;
24248;112535;3;mardi;3;0;60.0;5.0;3.0
24249;112535;3;mardi;4;0;;;
24250;112535;3;mardi;5;0;30.0;1.0;2.0
24251;112535;3;mardi;6;0;;;
24288;112537;3;samedi;1;0;30.0;1.0;2.0
24289;112537;3;samedi;2;1;;;
24290;112537;3;samedi;3;0;30.0;1.0;2.0
24291;112537;3;samedi;4;0;;;
24292;112537;3;samedi;5;0;30.0;1.0;2.0
24293;112537;3;samedi;6;1;;;
37182;114706;3;lundi;1;0;15.0;1.0;2.0
37183;114706;3;lundi;2;0;;;
37184;114706;3;lundi;3;0;60.0;1.0;2.0
37185;114706;3;lundi;4;0;;;
37186;114706;3;lundi;5;0;60.0;1.0;2.0
37187;114706;3;lundi;6;0;;;
37518;114735;3;samedi;1;0;15.0;1.0;1.0
37519;114735;3;samedi;2;1;;;
37520;114735;3;samedi;3;0;30.0;1.0;2.0
37521;114735;3;samedi;4;1;;;
37522;114735;3;samedi;5;0;30.0;1.0;2.0
37523;114735;3;samedi;6;1;;;
37602;114755;3;samedi;1;0;30.0;1.0;1.0
37603;114755;3;samedi;2;0;;;
37604;114755;3;samedi;3;0;35.0;1.0;2.0
37605;114755;3;samedi;4;0;;;
37606;114755;3;samedi;5;0;;1.0;2.0
37607;114755;3;samedi;6;1;;;
37854;114772;3;mardi;1;0;15.0;1.0;1.0
37855;114772;3;mardi;2;0;;;
37856;114772;3;mardi;3;0;30.0;4.0;3.0
37857;114772;3;mardi;4;0;;;
37858;114772;3;mardi;5;0;30.0;1.0;3.0
37859;114772;3;mardi;6;0;;;
37896;114773;3;mardi;1;1;;;
37897;114773;3;mardi;2;0;;;
37898;114773;3;mardi;3;0;30.0;0.0;1.0
37899;114773;3;mardi;4;0;;;
37900;114773;3;mardi;5;0;30.0;0.0;1.0
37901;114773;3;mardi;6;0;;;
38652;114880;3;dimanche;1;0;45.0;1.0;2.0
38653;114880;3;dimanche;2;0;;;
38654;114880;3;dimanche;3;0;45.0;1.0;2.0
