;nomen;nojour;nomjour;tyrep;temrep;duree;lieu;avecqui
23046;112452;6;mercredi;1;0;30.0;1.0;2.0
23047;112452;6;mercredi;2;1;;;
23048;112452;6;mercredi;3;0;30.0;1.0;2.0
23049;112452;6;mercredi;4;1;;;
23050;112452;6;mercredi;5;0;60.0;1.0;2.0
23051;112452;6;mercredi;6;0;;;
23088;112453;6;lundi;1;0;20.0;1.0;1.0
23089;112453;6;lundi;2;0;;;
23090;112453;6;lundi;3;0;30.0;1.0;2.0
23091;112453;6;lundi;4;0;;;
23092;112453;6;lundi;5;0;30.0;1.0;2.0
23093;112453;6;lundi;6;0;;;
23130;112456;6;samedi;1;0;15.0;1.0;1.0
23131;112456;6;samedi;2;1;;;
23132;112456;6;samedi;3;0;45.0;1.0;2.0
23133;112456;6;samedi;4;1;;;
23134;112456;6;samedi;5;0;180.0;3.0;3.0
23135;112456;6;samedi;6;1;;;
23172;112459;6;samedi;1;0;30.0;1.0;2.0
23173;112459;6;samedi;2;1;;;
23174;112459;6;samedi;3;0;30.0;3.0;2.0
23175;112459;6;samedi;4;1;;;
23176;112459;6;samedi;5;0;30.0;1.0;9.0
23177;112459;6;samedi;6;1;;;
23214;112460;6;jeudi;1;0;30.0;1.0;2.0
23215;112460;6;jeudi;2;0;;;
23216;112460;6;jeudi;3;0;45.0;1.0;2.0
23217;112460;6;jeudi;4;0;;;
23218;112460;6;jeudi;5;0;45.0;1.0;2.0
23219;112460;6;jeudi;6;1;;;
23256;112462;6;mardi;1;0;30.0;1.0;2.0
23257;112462;6;mardi;2;1;;;
23258;112462;6;mardi;3;0;45.0;1.0;2.0
23259;112462;6;mardi;4;1;;;
23260;112462;6;mardi;5;0;30.0;1.0;2.0
23261;112462;6;mardi;6;1;;;
23298;112465;6;jeudi;1;0;30.0;1.0;2.0
23299;112465;6;jeudi;2;1;;;
23300;112465;6;jeudi;3;0;45.0;1.0;2.0
23301;112465;6;jeudi;4;1;;;
23302;112465;6;jeudi;5;0;50.0;1.0;2.0
23303;112465;6;jeudi;6;0;;;
23340;112466;6;dimanche;1;0;30.0;1.0;2.0
23341;112466;6;dimanche;2;1;;;
23342;112466;6;dimanche;3;0;30.0;1.0;2.0
23343;112466;6;dimanche;4;0;;;
23344;112466;6;dimanche;5;0;30.0;1.0;2.0
23345;112466;6;dimanche;6;1;;;
23382;112467;6;mardi;1;0;10.0;1.0;2.0
23383;112467;6;mardi;2;0;;;
23384;112467;6;mardi;3;0;30.0;1.0;2.0
23385;112467;6;mardi;4;1;;;
23386;112467;6;mardi;5;0;30.0;1.0;2.0
23387;112467;6;mardi;6;1;;;
23424;112480;6;jeudi;1;0;15.0;1.0;2.0
23425;112480;6;jeudi;2;1;;;
23426;112480;6;jeudi;3;0;45.0;1.0;2.0
23427;112480;6;jeudi;4;1;;;
23428;112480;6;jeudi;5;0;45.0;1.0;2.0
