;nomen;nojour;nomjour;tyrep;temrep;duree;lieu;avecqui
23016;112452;1;vendredi;1;0;30.0;1.0;2.0
23017;112452;1;vendredi;2;1;;;
23018;112452;1;vendredi;3;0;30.0;1.0;2.0
23019;112452;1;vendredi;4;1;;;
23020;112452;1;vendredi;5;0;60.0;1.0;2.0
23021;112452;1;vendredi;6;0;;;
23058;112453;1;mercredi;1;0;30.0;1.0;2.0
23059;112453;1;mercredi;2;0;;;
23060;112453;1;mercredi;3;0;30.0;1.0;2.0
23061;112453;1;mercredi;4;0;;;
23062;112453;1;mercredi;5;0;30.0;1.0;2.0
23063;112453;1;mercredi;6;1;;;
23100;112456;1;lundi;1;0;10.0;1.0;1.0
23101;112456;1;lundi;2;1;;;
23102;112456;1;lundi;3;0;30.0;1.0;1.0
23103;112456;1;lundi;4;1;;;
23104;112456;1;lundi;5;0;30.0;1.0;2.0
23105;112456;1;lundi;6;0;;;
23142;112459;1;lundi;1;0;60.0;1.0;2.0
23143;112459;1;lundi;2;1;;;
23144;112459;1;lundi;3;0;60.0;6.0;4.0
23145;112459;1;lundi;4;0;;;
23146;112459;1;lundi;5;0;60.0;1.0;2.0
23147;112459;1;lundi;6;1;;;
23184;112460;1;samedi;1;0;20.0;1.0;2.0
23185;112460;1;samedi;2;1;;;
23186;112460;1;samedi;3;0;60.0;1.0;2.0
23187;112460;1;samedi;4;0;;;
23188;112460;1;samedi;5;0;30.0;1.0;2.0
23189;112460;1;samedi;6;1;;;
23226;112462;1;jeudi;1;0;30.0;1.0;2.0
23227;112462;1;jeudi;2;0;;;
23228;112462;1;jeudi;3;0;30.0;1.0;2.0
23229;112462;1;jeudi;4;0;;;
23230;112462;1;jeudi;5;0;30.0;1.0;2.0
23231;112462;1;jeudi;6;1;;;
23268;112465;1;samedi;1;0;15.0;1.0;2.0
23269;112465;1;samedi;2;1;;;
23270;112465;1;samedi;3;0;70.0;1.0;2.0
23271;112465;1;samedi;4;1;;;
23272;112465;1;samedi;5;0;50.0;1.0;2.0
23273;112465;1;samedi;6;1;;;
23310;112466;1;mardi;1;0;45.0;1.0;2.0
23311;112466;1;mardi;2;1;;;
23312;112466;1;mardi;3;0;20.0;1.0;1.0
23313;112466;1;mardi;4;0;;;
23314;112466;1;mardi;5;0;20.0;2.0;4.0
23315;112466;1;mardi;6;0;;;
23352;112467;1;jeudi;1;0;30.0;1.0;2.0
23353;112467;1;jeudi;2;0;;;
23354;112467;1;jeudi;3;0;60.0;1.0;2.0
23355;112467;1;jeudi;4;1;;;
23356;112467;1;jeudi;5;0;30.0;1.0;2.0
23357;112467;1;jeudi;6;1;;;
23394;112480;1;samedi;1;0;30.0;1.0;2.0
23395;112480;1;samedi;2;1;;;
23396;112480;1;samedi;3;0;105.0;1.0;2.0
23397;112480;1;samedi;4;0;;;
23398;112480;1;samedi;5;0;125.0;5.0;2.0
23399;112480;1;samedi;6;0;;;
23436;112484;1;lundi;1;0;15.0;1.0;2.0
23437;112484;1;lundi;2;1;;;
23438;112484;1;lundi;3;0;30.0;1.0;2.0
23439;112484;1;lundi;4;0;;;
23440;112484;1;lundi;5;0;30.0;1.0;2.0
23441;112484;1;lundi;6;1;;;
23478;112485;1;mercredi;1;0;30.0;1.0;1.0
23479;112485;1;mercredi;2;1;;;
23480;112485;1;mercredi;3;0;60.0;1.0;1.0
23481;112485;1;mercredi;4;1;;;
23482;112485;1;mercredi;5;0;60.0;1.0;1.0
23483;112485;1;mercredi;6;1;;;
23520;112493;1;mercredi;1;0;4.0;1.0;1.0
23521;112493;1;mercredi;2;1;;;
