;nomen;nojour;nomjour;tyrep;temrep;duree;lieu;avecqui
35016;113543;6;lundi;1;0;20.0;1.0;1.0
35017;113543;6;lundi;2;1;;;
35018;113543;6;lundi;3;0;30.0;1.0;2.0
35019;113543;6;lundi;4;1;;;
35020;113543;6;lundi;5;0;15.0;1.0;2.0
35021;113543;6;lundi;6;1;;;
35058;113556;6;mardi;1;0;10.0;1.0;2.0
35059;113556;6;mardi;2;1;;;
35060;113556;6;mardi;3;0;35.0;1.0;2.0
35061;113556;6;mardi;4;0;;;
35062;113556;6;mardi;5;0;30.0;1.0;2.0
35063;113556;6;mardi;6;0;;;
35100;113562;6;jeudi;1;0;40.0;1.0;2.0
35101;113562;6;jeudi;2;0;;;
35102;113562;6;jeudi;3;0;55.0;1.0;2.0
35103;113562;6;jeudi;4;0;;;
35104;113562;6;jeudi;5;0;45.0;1.0;2.0
35105;113562;6;jeudi;6;0;;;
35142;113565;6;vendredi;1;0;20.0;1.0;1.0
35143;113565;6;vendredi;2;1;;;
35144;113565;6;vendredi;3;0;30.0;1.0;1.0
35145;113565;6;vendredi;4;1;;;
35146;113565;6;vendredi;5;0;33.0;1.0;3.0
35147;113565;6;vendredi;6;1;;;
35184;113566;6;lundi;1;0;30.0;1.0;2.0
35185;113566;6;lundi;2;1;;;
35186;113566;6;lundi;3;0;30.0;1.0;2.0
35187;113566;6;lundi;4;0;;;
35188;113566;6;lundi;5;0;45.0;1.0;2.0
35189;113566;6;lundi;6;0;;;
35226;113567;6;lundi;1;0;15.0;1.0;1.0
35227;113567;6;lundi;2;1;;;
35228;113567;6;lundi;3;0;20.0;1.0;1.0
35229;113567;6;lundi;4;1;;;
35230;113567;6;lundi;5;0;20.0;1.0;1.0
35231;113567;6;lundi;6;1;;;
35268;113568;6;mardi;1;0;30.0;1.0;2.0
35269;113568;6;mardi;2;1;;;
35270;113568;6;mardi;3;0;30.0;6.0;3.0
35271;113568;6;mardi;4;0;;;
35272;113568;6;mardi;5;0;30.0;1.0;2.0
35273;113568;6;mardi;6;0;;;
35310;113574;6;dimanche;1;0;35.0;0.0;2.0
35311;113574;6;dimanche;2;0;;;
35312;113574;6;dimanche;3;0;40.0;0.0;2.0
35313;113574;6;dimanche;4;1;;;
35314;113574;6;dimanche;5;0;45.0;3.0;2.0
35315;113574;6;dimanche;6;1;;;
35352;113581;6;lundi;1;0;15.0;1.0;1.0
35353;113581;6;lundi;2;1;;;
35354;113581;6;lundi;3;0;30.0;1.0;1.0
35355;113581;6;lundi;4;1;;;
35356;113581;6;lundi;5;0;25.0;1.0;1.0
35357;113581;6;lundi;6;1;;;
35394;113611;6;vendredi;1;0;30.0;1.0;1.0
35395;113611;6;vendredi;2;1;;;
35396;113611;6;vendredi;3;0;30.0;1.0;2.0
35397;113611;6;vendredi;4;1;;;
35398;113611;6;vendredi;5;0;30.0;1.0;2.0
35399;113611;6;vendredi;6;1;;;
35436;113619;6;vendredi;1;0;60.0;0.0;2.0
35437;113619;6;vendredi;2;0;;;
35438;113619;6;vendredi;3;0;60.0;0.0;2.0
35439;113619;6;vendredi;4;0;;;
35440;113619;6;vendredi;5;0;60.0;0.0;2.0
35441;113619;6;vendredi;6;1;;;
35478;113621;6;dimanche;1;0;30.0;1.0;2.0
35479;113621;6;dimanche;2;1;;;
35480;113621;6;dimanche;3;0;90.0;1.0;2.0
35481;113621;6;dimanche;4;1;;;
35482;113621;6;dimanche;5;0;90.0;1.0;3.0
35483;113621;6;dimanche;6;1;;;
35520;113624;6;mardi;1;0;15.0;1.0;2.0
35521;113624;6;mardi;2;0;;;
35522;113624;6;mardi;3;0;30.0;1.0;2.0
35523;113624;6;mardi;4;0;;;
35524;113624;6;mardi;5;0;30.0;1.0;2.0
35525;113624;6;mardi;6;1;;;
35688;113639;6;jeudi;1;0;40.0;1.0;9.0
35689;113639;6;jeudi;2;1;;;
35690;113639;6;jeudi;3;1;;;
35691;113639;6;jeudi;4;1;;;
35692;113639;6;jeudi;5;0;40.0;3.0;2.0
35693;113639;6;jeudi;6;1;;;
35730;113654;6;dimanche;1;0;15.0;1.0;2.0
35731;113654;6;dimanche;2;1;;;
35732;113654;6;dimanche;3;0;150.0;3.0;2.0
35733;113654;6;dimanche;4;1;;;
35734;113654;6;dimanche;5;1;;;
35735;113654;6;dimanche;6;1;;;
35772;113656;6;jeudi;1;0;5.0;1.0;1.0
35773;113656;6;jeudi;2;1;;;
35774;113656;6;jeudi;3;0;35.0;1.0;2.0
35775;113656;6;jeudi;4;0;;;
35776;113656;6;jeudi;5;0;20.0;4.0;3.0
35777;113656;6;jeudi;6;0;;;
35814;113669;6;mercredi;1;0;20.0;1.0;1.0
35815;113669;6;mercredi;2;0;;;
35816;113669;6;mercredi;3;0;25.0;1.0;1.0
35817;113669;6;mercredi;4;0;;;
35818;113669;6;mercredi;5;0;30.0;1.0;2.0
35819;113669;6;mercredi;6;0;;;
35856;113674;6;mercredi;1;0;20.0;1.0;2.0
35857;113674;6;mercredi;2;1;;;
35858;113674;6;mercredi;3;0;30.0;1.0;2.0
35859;113674;6;mercredi;4;1;;;
35860;113674;6;mercredi;5;0;30.0;1.0;2.0
35861;113674;6;mercredi;6;1;;;
35898;113678;6;samedi;1;0;75.0;3.0;3.0
35899;113678;6;samedi;2;1;;;
35900;113678;6;samedi;3;0;45.0;6.0;4.0
35901;113678;6;samedi;4;0;;;
35902;113678;6;samedi;5;0;30.0;6.0;4.0
35903;113678;6;samedi;6;0;;;
35940;113684;6;vendredi;1;0;30.0;1.0;1.0
35941;113684;6;vendredi;2;1;;;
35942;113684;6;vendredi;3;0;30.0;1.0;2.0
35943;113684;6;vendredi;4;1;;;
35944;113684;6;vendredi;5;0;30.0;1.0;2.0
35945;113684;6;vendredi;6;1;;;
35982;113691;6;lundi;1;0;10.0;1.0;1.0
35983;113691;6;lundi;2;0;;;
35984;113691;6;lundi;3;0;90.0;5.0;4.0
35985;113691;6;lundi;4;1;;;
35986;113691;6;lundi;5;0;20.0;1.0;2.0
35987;113691;6;lundi;6;1;;;
36024;113697;6;lundi;1;0;15.0;1.0;1.0
36025;113697;6;lundi;2;0;;;
36026;113697;6;lundi;3;0;15.0;1.0;1.0
36027;113697;6;lundi;4;1;;;
36028;113697;6;lundi;5;0;45.0;1.0;2.0
36029;113697;6;lundi;6;1;;;
36066;113702;6;mardi;1;0;;1.0;1.0
36067;113702;6;mardi;2;1;;;
36068;113702;6;mardi;3;0;;1.0;2.0
36069;113702;6;mardi;4;0;;;
36070;113702;6;mardi;5;0;;1.0;2.0
36071;113702;6;mardi;6;0;;;
36108;113703;6;vendredi;1;0;15.0;1.0;1.0
36109;113703;6;vendredi;2;1;;;
36110;113703;6;vendredi;3;0;30.0;6.0;4.0
36111;113703;6;vendredi;4;1;;;
36112;113703;6;vendredi;5;0;30.0;1.0;2.0
36113;113703;6;vendredi;6;1;;;
36150;113708;6;samedi;1;0;15.0;1.0;2.0
36151;113708;6;samedi;2;0;;;
36152;113708;6;samedi;3;0;45.0;1.0;2.0
36153;113708;6;samedi;4;0;;;
36154;113708;6;samedi;5;0;40.0;1.0;2.0
36155;113708;6;samedi;6;0;;;
36192;113711;6;dimanche;1;0;30.0;1.0;4.0
36193;113711;6;dimanche;2;0;;;
36194;113711;6;dimanche;3;0;30.0;1.0;3.0
36195;113711;6;dimanche;4;0;;;
36196;113711;6;dimanche;5;0;30.0;1.0;3.0
36197;113711;6;dimanche;6;0;;;
36234;113718;6;samedi;1;0;20.0;1.0;1.0
36235;113718;6;samedi;2;1;;;
36236;113718;6;samedi;3;0;60.0;1.0;2.0
36237;113718;6;samedi;4;0;;;
36238;113718;6;samedi;5;0;50.0;1.0;2.0
36239;113718;6;samedi;6;1;;;
36276;113720;6;vendredi;1;0;20.0;1.0;2.0
36277;113720;6;vendredi;2;0;;;
36278;113720;6;vendredi;3;0;30.0;1.0;2.0
36279;113720;6;vendredi;4;0;;;
36280;113720;6;vendredi;5;0;45.0;1.0;2.0
36281;113720;6;vendredi;6;0;;;
36318;113727;6;dimanche;1;0;30.0;1.0;2.0
36319;113727;6;dimanche;2;1;;;
36320;113727;6;dimanche;3;0;165.0;1.0;2.0
36321;113727;6;dimanche;4;1;;;
36322;113727;6;dimanche;5;0;15.0;1.0;2.0
36323;113727;6;dimanche;6;1;;;
36360;113733;6;lundi;1;1;;;
36361;113733;6;lundi;2;0;;;
36362;113733;6;lundi;3;1;;;
36363;113733;6;lundi;4;0;;;
36364;113733;6;lundi;5;0;10.0;1.0;2.0
36365;113733;6;lundi;6;1;;;
36402;113742;6;mercredi;1;0;25.0;1.0;2.0
36403;113742;6;mercredi;2;0;;;
36404;113742;6;mercredi;3;0;30.0;1.0;2.0
36405;113742;6;mercredi;4;0;;;
36406;113742;6;mercredi;5;0;40.0;1.0;2.0
36407;113742;6;mercredi;6;1;;;
36444;113754;6;mardi;1;0;30.0;1.0;2.0
36445;113754;6;mardi;2;0;;;
36446;113754;6;mardi;3;0;45.0;4.0;2.0
36447;113754;6;mardi;4;0;;;
36448;113754;6;mardi;5;0;60.0;1.0;2.0
36449;113754;6;mardi;6;0;;;
36486;113758;6;vendredi;1;0;;1.0;1.0
36487;113758;6;vendredi;2;1;;;
36488;113758;6;vendredi;3;0;;5.0;3.0
36489;113758;6;vendredi;4;1;;;
36490;113758;6;vendredi;5;0;;3.0;3.0
36491;113758;6;vendredi;6;0;;;
36528;113763;6;vendredi;1;0;10.0;1.0;2.0
36529;113763;6;vendredi;2;1;;;
36530;113763;6;vendredi;3;0;60.0;1.0;1.0
36531;113763;6;vendredi;4;1;;;
36532;113763;6;vendredi;5;0;30.0;1.0;1.0
36533;113763;6;vendredi;6;1;;;
36570;113766;6;dimanche;1;0;10.0;1.0;1.0
36571;113766;6;dimanche;2;0;;;
36572;113766;6;dimanche;3;0;25.0;1.0;2.0
36573;113766;6;dimanche;4;0;;;
36574;113766;6;dimanche;5;0;25.0;1.0;2.0
36575;113766;6;dimanche;6;0;;;
36612;113775;6;jeudi;1;0;15.0;1.0;1.0
36613;113775;6;jeudi;2;0;;;
36614;113775;6;jeudi;3;0;30.0;1.0;2.0
36615;113775;6;jeudi;4;1;;;
36616;113775;6;jeudi;5;0;30.0;1.0;2.0
36617;113775;6;jeudi;6;1;;;
36654;113782;6;mercredi;1;0;15.0;1.0;1.0
36655;113782;6;mercredi;2;1;;;
36656;113782;6;mercredi;3;0;15.0;6.0;1.0
36657;113782;6;mercredi;4;0;;;
36658;113782;6;mercredi;5;0;30.0;6.0;1.0
36659;113782;6;mercredi;6;1;;;
36696;113794;6;dimanche;1;0;20.0;1.0;2.0
36697;113794;6;dimanche;2;1;;;
36698;113794;6;dimanche;3;0;35.0;1.0;2.0
36699;113794;6;dimanche;4;0;;;
36700;113794;6;dimanche;5;0;25.0;1.0;2.0
36701;113794;6;dimanche;6;1;;;
36738;113820;6;samedi;1;0;30.0;1.0;2.0
36739;113820;6;samedi;2;1;;;
36740;113820;6;samedi;3;0;35.0;1.0;2.0
36741;113820;6;samedi;4;0;;;
36742;113820;6;samedi;5;0;30.0;1.0;2.0
36743;113820;6;samedi;6;1;;;
36780;113826;6;mardi;1;0;30.0;1.0;2.0
36781;113826;6;mardi;2;0;;;
36782;113826;6;mardi;3;0;45.0;1.0;2.0
36783;113826;6;mardi;4;0;;;
36784;113826;6;mardi;5;0;30.0;1.0;2.0
36785;113826;6;mardi;6;1;;;
37662;114757;6;dimanche;1;0;30.0;1.0;1.0
37663;114757;6;dimanche;2;0;;;
37664;114757;6;dimanche;3;0;150.0;3.0;3.0
37665;114757;6;dimanche;4;0;;;
37666;114757;6;dimanche;5;0;;1.0;1.0
37667;114757;6;dimanche;6;1;;;
