;nomen;nojour;nomjour;tyrep;temrep;duree;lieu;avecqui
5934;110972;3;vendredi;1;0;15.0;1.0;2.0
5935;110972;3;vendredi;2;0;;;
5936;110972;3;vendredi;3;0;15.0;1.0;2.0
5937;110972;3;vendredi;4;1;;;
5938;110972;3;vendredi;5;0;30.0;1.0;2.0
5939;110972;3;vendredi;6;1;;;
5976;110974;3;samedi;1;0;7.0;1.0;1.0
5977;110974;3;samedi;2;1;;;
5978;110974;3;samedi;3;0;15.0;1.0;1.0
5979;110974;3;samedi;4;1;;;
5980;110974;3;samedi;5;0;60.0;3.0;3.0
5981;110974;3;samedi;6;1;;;
6018;110978;3;vendredi;1;0;15.0;1.0;1.0
6019;110978;3;vendredi;2;1;;;
6020;110978;3;vendredi;3;0;30.0;1.0;2.0
6021;110978;3;vendredi;4;0;;;
6022;110978;3;vendredi;5;0;30.0;1.0;2.0
6023;110978;3;vendredi;6;1;;;
6060;110979;3;vendredi;1;0;10.0;1.0;2.0
6061;110979;3;vendredi;2;1;;;
6062;110979;3;vendredi;3;0;40.0;2.0;2.0
6063;110979;3;vendredi;4;0;;;
6064;110979;3;vendredi;5;0;35.0;1.0;2.0
6065;110979;3;vendredi;6;1;;;
6102;110984;3;mercredi;1;0;10.0;1.0;1.0
6103;110984;3;mercredi;2;1;;;
6104;110984;3;mercredi;3;0;30.0;1.0;1.0
6105;110984;3;mercredi;4;0;;;
6106;110984;3;mercredi;5;0;30.0;1.0;2.0
6107;110984;3;mercredi;6;0;;;
6144;110985;3;dimanche;1;0;15.0;1.0;2.0
6145;110985;3;dimanche;2;1;;;
6146;110985;3;dimanche;3;0;40.0;1.0;2.0
6147;110985;3;dimanche;4;0;;;
6148;110985;3;dimanche;5;0;30.0;1.0;2.0
6149;110985;3;dimanche;6;1;;;
6186;110987;3;samedi;1;0;10.0;6.0;1.0
6187;110987;3;samedi;2;1;;;
6188;110987;3;samedi;3;0;60.0;1.0;2.0
6189;110987;3;samedi;4;1;;;
6190;110987;3;samedi;5;0;45.0;1.0;2.0
6191;110987;3;samedi;6;1;;;
6228;110988;3;mardi;1;1;;;
6229;110988;3;mardi;2;0;;;
6230;110988;3;mardi;3;1;;;
6231;110988;3;mardi;4;0;;;
6232;110988;3;mardi;5;0;30.0;1.0;2.0
6233;110988;3;mardi;6;1;;;
6270;110989;3;lundi;1;0;30.0;1.0;1.0
6271;110989;3;lundi;2;1;;;
6272;110989;3;lundi;3;0;45.0;1.0;1.0
6273;110989;3;lundi;4;0;;;
6274;110989;3;lundi;5;0;60.0;1.0;1.0
6275;110989;3;lundi;6;1;;;
6312;110990;3;samedi;1;0;10.0;1.0;1.0
6313;110990;3;samedi;2;0;;;
6314;110990;3;samedi;3;0;20.0;1.0;2.0
6315;110990;3;samedi;4;1;;;
6316;110990;3;samedi;5;0;240.0;6.0;3.0
6317;110990;3;samedi;6;1;;;
6354;110994;3;dimanche;1;0;30.0;1.0;2.0
6355;110994;3;dimanche;2;0;;;
6356;110994;3;dimanche;3;0;;1.0;2.0
6357;110994;3;dimanche;4;0;;;
6358;110994;3;dimanche;5;0;30.0;1.0;2.0
6359;110994;3;dimanche;6;1;;;
6396;110995;3;lundi;1;0;15.0;1.0;2.0
6397;110995;3;lundi;2;0;;;
6398;110995;3;lundi;3;0;15.0;2.0;4.0
6399;110995;3;lundi;4;0;;;
6400;110995;3;lundi;5;0;20.0;1.0;2.0
6401;110995;3;lundi;6;1;;;
6438;110999;3;samedi;1;0;15.0;1.0;1.0
6439;110999;3;samedi;2;0;;;
6440;110999;3;samedi;3;0;30.0;1.0;2.0
6441;110999;3;samedi;4;0;;;
6442;110999;3;samedi;5;0;30.0;1.0;1.0
6443;110999;3;samedi;6;0;;;
6480;111001;3;vendredi;1;0;15.0;1.0;1.0
6481;111001;3;vendredi;2;0;;;
6482;111001;3;vendredi;3;0;15.0;1.0;2.0
6483;111001;3;vendredi;4;1;;;
6484;111001;3;vendredi;5;0;45.0;6.0;3.0
6485;111001;3;vendredi;6;1;;;
6522;111006;3;jeudi;1;0;15.0;1.0;1.0
6523;111006;3;jeudi;2;1;;;
6524;111006;3;jeudi;3;0;25.0;6.0;3.0
6525;111006;3;jeudi;4;0;;;
6526;111006;3;jeudi;5;0;25.0;1.0;2.0
6527;111006;3;jeudi;6;1;;;
6564;111012;3;vendredi;1;0;15.0;1.0;1.0
6565;111012;3;vendredi;2;1;;;
6566;111012;3;vendredi;3;0;30.0;2.0;4.0
6567;111012;3;vendredi;4;1;;;
6568;111012;3;vendredi;5;0;15.0;1.0;1.0
6569;111012;3;vendredi;6;1;;;
6606;111016;3;mercredi;1;0;10.0;1.0;1.0
6607;111016;3;mercredi;2;0;;;
6608;111016;3;mercredi;3;0;40.0;1.0;2.0
6609;111016;3;mercredi;4;0;;;
6610;111016;3;mercredi;5;0;40.0;1.0;2.0
6611;111016;3;mercredi;6;0;;;
6648;111033;3;mardi;1;0;15.0;1.0;1.0
6649;111033;3;mardi;2;1;;;
6650;111033;3;mardi;3;0;15.0;1.0;1.0
6651;111033;3;mardi;4;1;;;
6652;111033;3;mardi;5;0;15.0;1.0;1.0
6653;111033;3;mardi;6;1;;;
6690;111035;3;mardi;1;0;15.0;1.0;1.0
6691;111035;3;mardi;2;0;;;
6692;111035;3;mardi;3;1;;;
6693;111035;3;mardi;4;0;;;
6694;111035;3;mardi;5;0;45.0;1.0;2.0
6695;111035;3;mardi;6;0;;;
6732;111041;3;jeudi;1;0;30.0;1.0;1.0
6733;111041;3;jeudi;2;0;;;
6734;111041;3;jeudi;3;0;30.0;2.0;3.0
6735;111041;3;jeudi;4;0;;;
6736;111041;3;jeudi;5;0;60.0;1.0;2.0
6737;111041;3;jeudi;6;0;;;
6774;111051;3;vendredi;1;1;;;
6775;111051;3;vendredi;2;0;;;
6776;111051;3;vendredi;3;0;60.0;3.0;3.0
6777;111051;3;vendredi;4;1;;;
6778;111051;3;vendredi;5;0;60.0;1.0;2.0
6779;111051;3;vendredi;6;1;;;
6816;111055;3;mardi;1;0;;1.0;1.0
6817;111055;3;mardi;2;1;;;
6818;111055;3;mardi;3;0;;1.0;1.0
6819;111055;3;mardi;4;0;;;
6820;111055;3;mardi;5;0;;1.0;1.0
6821;111055;3;mardi;6;1;;;
6858;111057;3;mercredi;1;0;15.0;1.0;1.0
6859;111057;3;mercredi;2;0;;;
6860;111057;3;mercredi;3;0;25.0;1.0;1.0
6861;111057;3;mercredi;4;0;;;
6862;111057;3;mercredi;5;0;20.0;1.0;2.0
6863;111057;3;mercredi;6;1;;;
6900;111061;3;jeudi;1;1;;;
6901;111061;3;jeudi;2;1;;;
6902;111061;3;jeudi;3;0;30.0;1.0;2.0
6903;111061;3;jeudi;4;0;;;
6904;111061;3;jeudi;5;0;30.0;1.0;2.0
6905;111061;3;jeudi;6;1;;;
6942;111080;3;mercredi;1;0;10.0;1.0;1.0
6943;111080;3;mercredi;2;1;;;
6944;111080;3;mercredi;3;0;10.0;1.0;2.0
6945;111080;3;mercredi;4;1;;;
6946;111080;3;mercredi;5;0;30.0;1.0;2.0
6947;111080;3;mercredi;6;0;;;
6984;111081;3;mardi;1;0;20.0;1.0;1.0
6985;111081;3;mardi;2;0;;;
6986;111081;3;mardi;3;0;30.0;1.0;1.0
6987;111081;3;mardi;4;1;;;
6988;111081;3;mardi;5;0;20.0;1.0;1.0
6989;111081;3;mardi;6;1;;;
7026;111087;3;samedi;1;0;15.0;1.0;1.0
7027;111087;3;samedi;2;0;;;
7028;111087;3;samedi;3;0;25.0;1.0;1.0
7029;111087;3;samedi;4;0;;;
7030;111087;3;samedi;5;0;25.0;1.0;1.0
7031;111087;3;samedi;6;0;;;
7068;111089;3;dimanche;1;0;15.0;1.0;1.0
7069;111089;3;dimanche;2;0;;;
7070;111089;3;dimanche;3;0;20.0;1.0;1.0
7071;111089;3;dimanche;4;1;;;
7072;111089;3;dimanche;5;0;15.0;1.0;2.0
7073;111089;3;dimanche;6;1;;;
7110;111091;3;dimanche;1;0;10.0;1.0;1.0
7111;111091;3;dimanche;2;0;;;
7112;111091;3;dimanche;3;0;20.0;6.0;1.0
7113;111091;3;dimanche;4;0;;;
7114;111091;3;dimanche;5;0;25.0;1.0;1.0
7115;111091;3;dimanche;6;0;;;
7152;111097;3;lundi;1;0;20.0;0.0;9.0
7153;111097;3;lundi;2;0;;;
7154;111097;3;lundi;3;0;40.0;1.0;2.0
7155;111097;3;lundi;4;0;;;
7156;111097;3;lundi;5;0;30.0;1.0;2.0
7157;111097;3;lundi;6;0;;;
7194;111102;3;lundi;1;0;15.0;1.0;1.0
7195;111102;3;lundi;2;0;;;
7196;111102;3;lundi;3;0;30.0;1.0;1.0
7197;111102;3;lundi;4;0;;;
7198;111102;3;lundi;5;0;30.0;1.0;1.0
7199;111102;3;lundi;6;1;;;
7236;111105;3;mardi;1;0;30.0;1.0;2.0
7237;111105;3;mardi;2;0;;;
7238;111105;3;mardi;3;0;60.0;1.0;2.0
7239;111105;3;mardi;4;0;;;
7240;111105;3;mardi;5;0;60.0;1.0;2.0
7241;111105;3;mardi;6;0;;;
37434;114721;3;mardi;1;0;20.0;1.0;2.0
37435;114721;3;mardi;2;1;;;
37436;114721;3;mardi;3;0;60.0;3.0;2.0
37437;114721;3;mardi;4;1;;;
37438;114721;3;mardi;5;0;5.0;0.0;9.0
37439;114721;3;mardi;6;1;;;
38778;114909;3;mardi;1;0;30.0;1.0;2.0
38779;114909;3;mardi;2;0;;;
38780;114909;3;mardi;3;0;30.0;1.0;2.0
38781;114909;3;mardi;4;0;;;
38782;114909;3;mardi;5;0;30.0;1.0;2.0
38783;114909;3;mardi;6;1;;;
39030;114956;3;samedi;1;0;15.0;1.0;1.0
39031;114956;3;samedi;2;1;;;
39032;114956;3;samedi;3;0;45.0;1.0;2.0
39033;114956;3;samedi;4;0;;;
