;nomen;nojour;nomjour;tyrep;temrep;duree;lieu;avecqui
24330;112542;3;lundi;1;0;15.0;1.0;1.0
24331;112542;3;lundi;2;0;;;
24332;112542;3;lundi;3;0;16.0;6.0;1.0
24333;112542;3;lundi;4;0;;;
24334;112542;3;lundi;5;0;15.0;1.0;1.0
24335;112542;3;lundi;6;1;;;
24372;112543;3;vendredi;1;0;30.0;1.0;2.0
24373;112543;3;vendredi;2;1;;;
24374;112543;3;vendredi;3;0;60.0;3.0;2.0
24375;112543;3;vendredi;4;1;;;
24376;112543;3;vendredi;5;0;60.0;0.0;2.0
24377;112543;3;vendredi;6;1;;;
24414;112546;3;jeudi;1;0;30.0;1.0;1.0
24415;112546;3;jeudi;2;1;;;
24416;112546;3;jeudi;3;1;;;
24417;112546;3;jeudi;4;1;;;
24418;112546;3;jeudi;5;0;30.0;1.0;1.0
24419;112546;3;jeudi;6;1;;;
24456;112548;3;mercredi;1;0;;1.0;2.0
24457;112548;3;mercredi;2;1;;;
24458;112548;3;mercredi;3;0;;1.0;2.0
24459;112548;3;mercredi;4;1;;;
24460;112548;3;mercredi;5;0;;1.0;2.0
24461;112548;3;mercredi;6;1;;;
24498;112550;3;samedi;1;1;;;
24499;112550;3;samedi;2;1;;;
24500;112550;3;samedi;3;0;30.0;0.0;9.0
24501;112550;3;samedi;4;1;;;
24502;112550;3;samedi;5;9;;;
24503;112550;3;samedi;6;1;;;
24540;112553;3;dimanche;1;0;30.0;1.0;1.0
24541;112553;3;dimanche;2;1;;;
24542;112553;3;dimanche;3;0;45.0;3.0;2.0
24543;112553;3;dimanche;4;0;;;
24544;112553;3;dimanche;5;0;55.0;3.0;2.0
24545;112553;3;dimanche;6;1;;;
24582;112557;3;mercredi;1;0;15.0;1.0;2.0
24583;112557;3;mercredi;2;0;;;
24584;112557;3;mercredi;3;0;30.0;1.0;2.0
24585;112557;3;mercredi;4;0;;;
24586;112557;3;mercredi;5;0;30.0;1.0;2.0
24587;112557;3;mercredi;6;1;;;
24624;112558;3;vendredi;1;0;30.0;1.0;1.0
24625;112558;3;vendredi;2;0;;;
24626;112558;3;vendredi;3;0;60.0;6.0;4.0
24627;112558;3;vendredi;4;0;;;
24628;112558;3;vendredi;5;0;30.0;3.0;3.0
24629;112558;3;vendredi;6;0;;;
24666;112567;3;lundi;1;0;15.0;1.0;1.0
24667;112567;3;lundi;2;1;;;
24668;112567;3;lundi;3;0;90.0;4.0;2.0
24669;112567;3;lundi;4;1;;;
24670;112567;3;lundi;5;0;45.0;1.0;2.0
24671;112567;3;lundi;6;1;;;
24708;112570;3;jeudi;1;0;30.0;1.0;1.0
24709;112570;3;jeudi;2;0;;;
24710;112570;3;jeudi;3;0;30.0;1.0;1.0
24711;112570;3;jeudi;4;1;;;
24712;112570;3;jeudi;5;0;30.0;1.0;1.0
24713;112570;3;jeudi;6;1;;;
24750;112574;3;vendredi;1;0;30.0;1.0;2.0
24751;112574;3;vendredi;2;0;;;
24752;112574;3;vendredi;3;0;60.0;1.0;2.0
24753;112574;3;vendredi;4;0;;;
24754;112574;3;vendredi;5;0;60.0;1.0;2.0
24755;112574;3;vendredi;6;1;;;
24792;112577;3;mardi;1;0;15.0;1.0;1.0
24793;112577;3;mardi;2;1;;;
24794;112577;3;mardi;3;0;60.0;1.0;1.0
24795;112577;3;mardi;4;1;;;
24796;112577;3;mardi;5;0;60.0;1.0;1.0
24797;112577;3;mardi;6;1;;;
24834;112578;3;dimanche;1;0;60.0;1.0;2.0
24835;112578;3;dimanche;2;1;;;
24836;112578;3;dimanche;3;0;90.0;1.0;3.0
24837;112578;3;dimanche;4;0;;;
24838;112578;3;dimanche;5;0;30.0;1.0;2.0
24839;112578;3;dimanche;6;1;;;
24876;112579;3;dimanche;1;0;30.0;6.0;1.0
24877;112579;3;dimanche;2;1;;;
24878;112579;3;dimanche;3;0;60.0;4.0;2.0
24879;112579;3;dimanche;4;0;;;
24880;112579;3;dimanche;5;0;40.0;1.0;2.0
24881;112579;3;dimanche;6;1;;;
24918;112590;3;samedi;1;0;15.0;1.0;1.0
24919;112590;3;samedi;2;1;;;
24920;112590;3;samedi;3;0;30.0;1.0;2.0
24921;112590;3;samedi;4;1;;;
24922;112590;3;samedi;5;0;20.0;1.0;2.0
24923;112590;3;samedi;6;0;;;
24960;112594;3;samedi;1;0;15.0;1.0;2.0
24961;112594;3;samedi;2;0;;;
24962;112594;3;samedi;3;0;30.0;1.0;2.0
24963;112594;3;samedi;4;0;;;
24964;112594;3;samedi;5;0;30.0;1.0;2.0
24965;112594;3;samedi;6;1;;;
25002;112597;3;vendredi;1;0;30.0;1.0;2.0
25003;112597;3;vendredi;2;1;;;
25004;112597;3;vendredi;3;0;30.0;1.0;2.0
25005;112597;3;vendredi;4;0;;;
25006;112597;3;vendredi;5;0;45.0;3.0;2.0
