;nomen;nojour;nomjour;tyrep;temrep;duree;lieu;avecqui
24348;112542;6;jeudi;1;0;15.0;1.0;1.0
24349;112542;6;jeudi;2;0;;;
24350;112542;6;jeudi;3;0;25.0;1.0;2.0
24351;112542;6;jeudi;4;0;;;
24352;112542;6;jeudi;5;0;25.0;1.0;1.0
24353;112542;6;jeudi;6;1;;;
24390;112543;6;lundi;1;0;30.0;1.0;2.0
24391;112543;6;lundi;2;1;;;
24392;112543;6;lundi;3;0;45.0;1.0;1.0
24393;112543;6;lundi;4;1;;;
24394;112543;6;lundi;5;0;45.0;1.0;2.0
24395;112543;6;lundi;6;1;;;
24432;112546;6;dimanche;1;0;30.0;1.0;1.0
24433;112546;6;dimanche;2;1;;;
24434;112546;6;dimanche;3;1;;;
24435;112546;6;dimanche;4;1;;;
24436;112546;6;dimanche;5;0;30.0;1.0;1.0
24437;112546;6;dimanche;6;1;;;
24474;112548;6;samedi;1;0;;1.0;2.0
24475;112548;6;samedi;2;1;;;
24476;112548;6;samedi;3;0;;1.0;2.0
24477;112548;6;samedi;4;1;;;
24478;112548;6;samedi;5;0;;1.0;3.0
24479;112548;6;samedi;6;1;;;
24516;112550;6;mardi;1;0;;1.0;2.0
24517;112550;6;mardi;2;1;;;
24518;112550;6;mardi;3;0;;6.0;4.0
24519;112550;6;mardi;4;1;;;
24520;112550;6;mardi;5;9;;;
24521;112550;6;mardi;6;9;;;
24558;112553;6;mercredi;1;0;45.0;3.0;2.0
24559;112553;6;mercredi;2;0;;;
24560;112553;6;mercredi;3;0;45.0;3.0;2.0
24561;112553;6;mercredi;4;0;;;
24562;112553;6;mercredi;5;0;50.0;3.0;2.0
24563;112553;6;mercredi;6;1;;;
24600;112557;6;samedi;1;0;30.0;1.0;2.0
24601;112557;6;samedi;2;1;;;
24602;112557;6;samedi;3;0;;1.0;2.0
24603;112557;6;samedi;4;0;;;
24604;112557;6;samedi;5;0;30.0;1.0;9.0
24605;112557;6;samedi;6;0;;;
24642;112558;6;lundi;1;0;30.0;1.0;1.0
24643;112558;6;lundi;2;0;;;
24644;112558;6;lundi;3;0;30.0;1.0;2.0
24645;112558;6;lundi;4;1;;;
24646;112558;6;lundi;5;0;30.0;1.0;9.0
24647;112558;6;lundi;6;1;;;
24684;112567;6;jeudi;1;0;15.0;1.0;1.0
24685;112567;6;jeudi;2;1;;;
24686;112567;6;jeudi;3;0;60.0;4.0;3.0
24687;112567;6;jeudi;4;1;;;
24688;112567;6;jeudi;5;0;60.0;1.0;2.0
24689;112567;6;jeudi;6;1;;;
24726;112570;6;dimanche;1;0;30.0;1.0;1.0
24727;112570;6;dimanche;2;0;;;
24728;112570;6;dimanche;3;0;15.0;1.0;1.0
24729;112570;6;dimanche;4;0;;;
24730;112570;6;dimanche;5;0;30.0;2.0;4.0
24731;112570;6;dimanche;6;1;;;
24768;112574;6;lundi;1;0;45.0;1.0;1.0
24769;112574;6;lundi;2;1;;;
24770;112574;6;lundi;3;0;45.0;1.0;2.0
24771;112574;6;lundi;4;0;;;
24772;112574;6;lundi;5;0;45.0;1.0;2.0
24773;112574;6;lundi;6;1;;;
24810;112577;6;vendredi;1;0;15.0;1.0;1.0
24811;112577;6;vendredi;2;1;;;
24812;112577;6;vendredi;3;0;60.0;1.0;1.0
24813;112577;6;vendredi;4;1;;;
24814;112577;6;vendredi;5;0;60.0;1.0;1.0
24815;112577;6;vendredi;6;1;;;
24852;112578;6;mercredi;1;0;60.0;1.0;2.0
24853;112578;6;mercredi;2;1;;;
24854;112578;6;mercredi;3;0;60.0;1.0;2.0
24855;112578;6;mercredi;4;1;;;
24856;112578;6;mercredi;5;0;60.0;1.0;2.0
24857;112578;6;mercredi;6;1;;;
24894;112579;6;mercredi;1;0;15.0;1.0;1.0
24895;112579;6;mercredi;2;1;;;
24896;112579;6;mercredi;3;0;100.0;5.0;2.0
24897;112579;6;mercredi;4;0;;;
24898;112579;6;mercredi;5;0;45.0;1.0;2.0
24899;112579;6;mercredi;6;1;;;
24936;112590;6;mardi;1;0;15.0;1.0;1.0
24937;112590;6;mardi;2;1;;;
24938;112590;6;mardi;3;0;30.0;1.0;2.0
24939;112590;6;mardi;4;1;;;
