;nomen;nojour;nomjour;tyrep;temrep;duree;lieu;avecqui
24342;112542;5;mercredi;1;0;25.0;1.0;2.0
24343;112542;5;mercredi;2;0;;;
24344;112542;5;mercredi;3;0;40.0;1.0;2.0
24345;112542;5;mercredi;4;0;;;
24346;112542;5;mercredi;5;0;30.0;1.0;2.0
24347;112542;5;mercredi;6;1;;;
24384;112543;5;dimanche;1;0;30.0;1.0;2.0
24385;112543;5;dimanche;2;1;;;
24386;112543;5;dimanche;3;0;180.0;1.0;2.0
24387;112543;5;dimanche;4;1;;;
24388;112543;5;dimanche;5;1;;;
24389;112543;5;dimanche;6;1;;;
24426;112546;5;samedi;1;0;30.0;1.0;1.0
24427;112546;5;samedi;2;1;;;
24428;112546;5;samedi;3;1;;;
24429;112546;5;samedi;4;1;;;
24430;112546;5;samedi;5;0;30.0;1.0;1.0
24431;112546;5;samedi;6;1;;;
24468;112548;5;vendredi;1;0;;1.0;2.0
24469;112548;5;vendredi;2;1;;;
24470;112548;5;vendredi;3;0;;1.0;2.0
24471;112548;5;vendredi;4;1;;;
24472;112548;5;vendredi;5;0;;1.0;2.0
24473;112548;5;vendredi;6;1;;;
24510;112550;5;lundi;1;0;30.0;1.0;2.0
24511;112550;5;lundi;2;1;;;
24512;112550;5;lundi;3;0;30.0;1.0;2.0
24513;112550;5;lundi;4;1;;;
24514;112550;5;lundi;5;9;;;
24515;112550;5;lundi;6;1;;;
24552;112553;5;mardi;1;0;30.0;3.0;1.0
24553;112553;5;mardi;2;1;;;
24554;112553;5;mardi;3;0;60.0;3.0;2.0
24555;112553;5;mardi;4;1;;;
24556;112553;5;mardi;5;0;60.0;3.0;2.0
24557;112553;5;mardi;6;1;;;
24594;112557;5;vendredi;1;0;10.0;1.0;2.0
24595;112557;5;vendredi;2;1;;;
24596;112557;5;vendredi;3;0;25.0;1.0;2.0
24597;112557;5;vendredi;4;0;;;
24598;112557;5;vendredi;5;0;45.0;1.0;2.0
24599;112557;5;vendredi;6;1;;;
24636;112558;5;dimanche;1;0;20.0;1.0;1.0
24637;112558;5;dimanche;2;1;;;
24638;112558;5;dimanche;3;0;90.0;3.0;3.0
24639;112558;5;dimanche;4;0;;;
24640;112558;5;dimanche;5;0;45.0;1.0;2.0
24641;112558;5;dimanche;6;1;;;
24678;112567;5;mercredi;1;0;15.0;1.0;1.0
24679;112567;5;mercredi;2;1;;;
24680;112567;5;mercredi;3;0;60.0;1.0;2.0
24681;112567;5;mercredi;4;1;;;
24682;112567;5;mercredi;5;0;60.0;1.0;2.0
24683;112567;5;mercredi;6;1;;;
24720;112570;5;samedi;1;0;30.0;1.0;1.0
24721;112570;5;samedi;2;0;;;
24722;112570;5;samedi;3;0;30.0;2.0;4.0
24723;112570;5;samedi;4;1;;;
24724;112570;5;samedi;5;0;30.0;1.0;1.0
24725;112570;5;samedi;6;1;;;
24762;112574;5;dimanche;1;0;30.0;1.0;1.0
24763;112574;5;dimanche;2;1;;;
24764;112574;5;dimanche;3;0;120.0;5.0;2.0
24765;112574;5;dimanche;4;0;;;
24766;112574;5;dimanche;5;0;60.0;1.0;2.0
24767;112574;5;dimanche;6;1;;;
24804;112577;5;jeudi;1;0;15.0;1.0;1.0
24805;112577;5;jeudi;2;1;;;
24806;112577;5;jeudi;3;0;60.0;1.0;1.0
24807;112577;5;jeudi;4;1;;;
24808;112577;5;jeudi;5;0;60.0;1.0;1.0
24809;112577;5;jeudi;6;1;;;
24846;112578;5;mardi;1;0;60.0;1.0;2.0
24847;112578;5;mardi;2;1;;;
24848;112578;5;mardi;3;0;60.0;1.0;2.0
24849;112578;5;mardi;4;0;;;
24850;112578;5;mardi;5;0;60.0;1.0;2.0
24851;112578;5;mardi;6;1;;;
24888;112579;5;mardi;1;0;20.0;1.0;1.0
24889;112579;5;mardi;2;1;;;
24890;112579;5;mardi;3;0;45.0;1.0;2.0
24891;112579;5;mardi;4;0;;;
24892;112579;5;mardi;5;0;45.0;1.0;1.0
24893;112579;5;mardi;6;1;;;
24930;112590;5;lundi;1;0;15.0;1.0;1.0
24931;112590;5;lundi;2;1;;;
24932;112590;5;lundi;3;0;20.0;1.0;2.0
24933;112590;5;lundi;4;1;;;
24934;112590;5;lundi;5;0;10.0;6.0;4.0
24935;112590;5;lundi;6;0;;;
24972;112594;5;lundi;1;0;5.0;2.0;1.0
24973;112594;5;lundi;2;1;;;
24974;112594;5;lundi;3;0;45.0;2.0;4.0
24975;112594;5;lundi;4;0;;;
24976;112594;5;lundi;5;0;30.0;1.0;2.0
24977;112594;5;lundi;6;1;;;
25014;112597;5;dimanche;1;0;30.0;3.0;2.0
25015;112597;5;dimanche;2;1;;;
25016;112597;5;dimanche;3;0;60.0;3.0;2.0
25017;112597;5;dimanche;4;0;;;
25018;112597;5;dimanche;5;0;60.0;3.0;2.0
25019;112597;5;dimanche;6;1;;;
25056;112601;5;samedi;1;0;30.0;1.0;1.0
25057;112601;5;samedi;2;1;;;
25058;112601;5;samedi;3;0;30.0;1.0;2.0
25059;112601;5;samedi;4;0;;;
25060;112601;5;samedi;5;0;30.0;1.0;2.0
25061;112601;5;samedi;6;1;;;
25098;112605;5;dimanche;1;0;30.0;1.0;1.0
25099;112605;5;dimanche;2;1;;;
25100;112605;5;dimanche;3;0;50.0;1.0;2.0
25101;112605;5;dimanche;4;0;;;
25102;112605;5;dimanche;5;0;35.0;1.0;2.0
25103;112605;5;dimanche;6;0;;;
25140;112611;5;mercredi;1;0;25.0;1.0;2.0
25141;112611;5;mercredi;2;1;;;
25142;112611;5;mercredi;3;0;45.0;5.0;4.0
25143;112611;5;mercredi;4;0;;;
25144;112611;5;mercredi;5;0;;1.0;2.0
25145;112611;5;mercredi;6;1;;;
25182;112615;5;lundi;1;0;10.0;1.0;1.0
25183;112615;5;lundi;2;1;;;
25184;112615;5;lundi;3;0;30.0;1.0;2.0
25185;112615;5;lundi;4;1;;;
25186;112615;5;lundi;5;0;30.0;1.0;2.0
25187;112615;5;lundi;6;1;;;
25224;112618;5;samedi;1;0;30.0;1.0;2.0
25225;112618;5;samedi;2;1;;;
25226;112618;5;samedi;3;0;60.0;1.0;2.0
25227;112618;5;samedi;4;1;;;
25228;112618;5;samedi;5;0;90.0;1.0;2.0
25229;112618;5;samedi;6;1;;;
25266;112625;5;mardi;1;0;15.0;1.0;1.0
25267;112625;5;mardi;2;1;;;
25268;112625;5;mardi;3;0;15.0;1.0;1.0
25269;112625;5;mardi;4;0;;;
25270;112625;5;mardi;5;0;15.0;1.0;1.0
25271;112625;5;mardi;6;1;;;
25308;112627;5;dimanche;1;0;;1.0;1.0
25309;112627;5;dimanche;2;0;;;
25310;112627;5;dimanche;3;0;50.0;3.0;9.0
25311;112627;5;dimanche;4;0;;;
25312;112627;5;dimanche;5;0;20.0;1.0;1.0
25313;112627;5;dimanche;6;1;;;
25350;112630;5;jeudi;1;0;15.0;1.0;1.0
25351;112630;5;jeudi;2;0;;;
25352;112630;5;jeudi;3;0;30.0;6.0;3.0
25353;112630;5;jeudi;4;0;;;
25354;112630;5;jeudi;5;0;30.0;1.0;2.0
25355;112630;5;jeudi;6;1;;;
25392;112632;5;lundi;1;0;30.0;3.0;3.0
25393;112632;5;lundi;2;1;;;
25394;112632;5;lundi;3;0;30.0;0.0;9.0
25395;112632;5;lundi;4;1;;;
25396;112632;5;lundi;5;0;30.0;4.0;2.0
25397;112632;5;lundi;6;1;;;
25434;112637;5;jeudi;1;0;30.0;1.0;2.0
25435;112637;5;jeudi;2;1;;;
25436;112637;5;jeudi;3;0;60.0;5.0;4.0
25437;112637;5;jeudi;4;1;;;
25438;112637;5;jeudi;5;0;45.0;1.0;2.0
25439;112637;5;jeudi;6;1;;;
25476;112638;5;lundi;1;0;15.0;1.0;1.0
25477;112638;5;lundi;2;1;;;
25478;112638;5;lundi;3;0;40.0;1.0;2.0
25479;112638;5;lundi;4;0;;;
25480;112638;5;lundi;5;0;30.0;1.0;1.0
25481;112638;5;lundi;6;0;;;
25518;112639;5;dimanche;1;0;20.0;1.0;2.0
25519;112639;5;dimanche;2;1;;;
25520;112639;5;dimanche;3;0;90.0;3.0;2.0
25521;112639;5;dimanche;4;1;;;
25522;112639;5;dimanche;5;0;25.0;1.0;2.0
25523;112639;5;dimanche;6;1;;;
25560;112641;5;samedi;1;0;60.0;1.0;1.0
25561;112641;5;samedi;2;1;;;
25562;112641;5;samedi;3;0;45.0;1.0;2.0
25563;112641;5;samedi;4;1;;;
25564;112641;5;samedi;5;0;60.0;1.0;2.0
25565;112641;5;samedi;6;1;;;
25602;112648;5;dimanche;1;0;20.0;1.0;1.0
25603;112648;5;dimanche;2;1;;;
25604;112648;5;dimanche;3;0;45.0;1.0;2.0
25605;112648;5;dimanche;4;0;;;
25606;112648;5;dimanche;5;0;50.0;1.0;3.0
25607;112648;5;dimanche;6;1;;;
25644;112659;5;samedi;1;0;30.0;3.0;2.0
25645;112659;5;samedi;2;1;;;
25646;112659;5;samedi;3;0;40.0;3.0;2.0
25647;112659;5;samedi;4;0;;;
25648;112659;5;samedi;5;0;180.0;6.0;3.0
25649;112659;5;samedi;6;0;;;
25686;112665;5;vendredi;1;0;5.0;1.0;1.0
25687;112665;5;vendredi;2;1;;;
25688;112665;5;vendredi;3;0;10.0;1.0;1.0
25689;112665;5;vendredi;4;0;;;
25690;112665;5;vendredi;5;0;10.0;1.0;1.0
25691;112665;5;vendredi;6;1;;;
25728;112667;5;lundi;1;0;30.0;1.0;1.0
25729;112667;5;lundi;2;1;;;
25730;112667;5;lundi;3;0;60.0;1.0;2.0
25731;112667;5;lundi;4;0;;;
25732;112667;5;lundi;5;0;60.0;1.0;2.0
25733;112667;5;lundi;6;0;;;
25770;112677;5;mercredi;1;0;10.0;1.0;1.0
25771;112677;5;mercredi;2;0;;;
25772;112677;5;mercredi;3;0;50.0;5.0;4.0
25773;112677;5;mercredi;4;1;;;
25774;112677;5;mercredi;5;0;35.0;1.0;2.0
25775;112677;5;mercredi;6;0;;;
25812;112684;5;mardi;1;0;30.0;1.0;2.0
25813;112684;5;mardi;2;0;;;
25814;112684;5;mardi;3;0;45.0;2.0;4.0
25815;112684;5;mardi;4;0;;;
25816;112684;5;mardi;5;0;30.0;1.0;2.0
25817;112684;5;mardi;6;0;;;
25854;112688;5;vendredi;1;0;15.0;1.0;2.0
25855;112688;5;vendredi;2;1;;;
25856;112688;5;vendredi;3;0;30.0;2.0;4.0
25857;112688;5;vendredi;4;1;;;
25858;112688;5;vendredi;5;0;30.0;1.0;2.0
25859;112688;5;vendredi;6;1;;;
25896;112691;5;samedi;1;0;30.0;1.0;9.0
25897;112691;5;samedi;2;1;;;
25898;112691;5;samedi;3;0;30.0;1.0;2.0
25899;112691;5;samedi;4;0;;;
25900;112691;5;samedi;5;0;40.0;1.0;2.0
25901;112691;5;samedi;6;1;;;
25938;112693;5;lundi;1;0;15.0;1.0;2.0
25939;112693;5;lundi;2;1;;;
25940;112693;5;lundi;3;0;75.0;5.0;4.0
25941;112693;5;lundi;4;0;;;
25942;112693;5;lundi;5;0;30.0;1.0;2.0
25943;112693;5;lundi;6;1;;;
25980;112694;5;samedi;1;0;30.0;1.0;2.0
25981;112694;5;samedi;2;0;;;
25982;112694;5;samedi;3;0;45.0;1.0;2.0
25983;112694;5;samedi;4;0;;;
25984;112694;5;samedi;5;0;45.0;1.0;2.0
25985;112694;5;samedi;6;0;;;
26022;112697;5;vendredi;1;0;10.0;1.0;1.0
26023;112697;5;vendredi;2;0;;;
26024;112697;5;vendredi;3;0;15.0;1.0;1.0
26025;112697;5;vendredi;4;0;;;
26026;112697;5;vendredi;5;0;20.0;1.0;2.0
26027;112697;5;vendredi;6;0;;;
26064;112698;5;lundi;1;0;30.0;1.0;1.0
26065;112698;5;lundi;2;1;;;
26066;112698;5;lundi;3;0;60.0;1.0;1.0
26067;112698;5;lundi;4;1;;;
26068;112698;5;lundi;5;0;60.0;1.0;2.0
26069;112698;5;lundi;6;1;;;
26106;112699;5;mardi;1;0;30.0;1.0;1.0
26107;112699;5;mardi;2;0;;;
26108;112699;5;mardi;3;0;45.0;1.0;2.0
26109;112699;5;mardi;4;0;;;
26110;112699;5;mardi;5;0;60.0;1.0;1.0
26111;112699;5;mardi;6;1;;;
26148;112701;5;mardi;1;0;15.0;1.0;1.0
26149;112701;5;mardi;2;0;;;
26150;112701;5;mardi;3;0;30.0;4.0;9.0
26151;112701;5;mardi;4;0;;;
26152;112701;5;mardi;5;0;15.0;1.0;1.0
26153;112701;5;mardi;6;1;;;
26190;112704;5;dimanche;1;1;;;
26191;112704;5;dimanche;2;1;;;
26192;112704;5;dimanche;3;1;;;
26193;112704;5;dimanche;4;1;;;
26194;112704;5;dimanche;5;1;;;
26195;112704;5;dimanche;6;1;;;
26232;112706;5;samedi;1;0;30.0;1.0;2.0
26233;112706;5;samedi;2;1;;;
26234;112706;5;samedi;3;0;45.0;1.0;2.0
