;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;26;26;271.86813
1;2;Champagne;4;4;359.25
2;3;Picardie;5;5;158.714286
3;4;Haute-Normandie;8;8;140.1071375
4;5;Centre;3;3;271.428566667
5;6;Basse-Normandie;5;5;292.7143
6;7;Bourgogne;3;3;156.428586667
7;8;Nord;5;5;331.99998
8;9;Lorraine;5;5;232.28572
9;10;Alsace;4;4;157.499975
10;11;Franche Comté;1;1;158.5714
11;12;Pays de la Loire;6;6;213.809533333
12;13;Bretagne;8;8;180.26785375
13;14;Poitou Charentes;2;2;277.14285
14;15;Aquitaine;8;8;157.41071375
15;16;Midi-Pyrénées;3;3;192.857136667
16;17;limousin;1;1;85.71429
17;18;Rhône-Alpes;17;17;194.705885882
18;19;Auvergne;1;1;120.0
19;20;Languedoc;8;8;254.35715125
20;21;Provence Côte d'Azur;10;10;202.142857
