;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;32;32;172.901787813
1;2;Champagne;9;9;177.61904
2;3;Picardie;14;14;245.510201429
3;4;Haute-Normandie;8;8;174.48213875
4;5;Centre;21;21;220.714280952
5;6;Basse-Normandie;18;18;193.697481176
6;7;Bourgogne;8;8;165.71428625
7;8;Nord;18;18;241.547620556
8;9;Lorraine;16;16;229.15179125
9;10;Alsace;17;17;224.369752941
10;11;Franche Comté;7;7;165.918355714
11;12;Pays de la Loire;20;20;190.178567
12;13;Bretagne;19;19;171.503758421
13;14;Poitou Charentes;23;23;212.515527391
14;15;Aquitaine;23;23;132.018634348
15;16;Midi-Pyrénées;23;23;221.086956522
16;17;limousin;6;6;181.666676667
17;18;Rhône-Alpes;22;22;188.149354091
18;19;Auvergne;17;17;223.739495882
19;20;Languedoc;19;19;156.691725789
20;21;Provence Côte d'Azur;17;17;197.478990588
