;nomen;nojour;nomjour;tyrep;temrep;duree;lieu;avecqui
32622;113333;6;mardi;1;0;15.0;1.0;2.0
32623;113333;6;mardi;2;1;;;
32624;113333;6;mardi;3;0;35.0;1.0;2.0
32625;113333;6;mardi;4;0;;;
32626;113333;6;mardi;5;0;20.0;1.0;2.0
32627;113333;6;mardi;6;1;;;
32664;113346;6;jeudi;1;0;;1.0;1.0
32665;113346;6;jeudi;2;0;;;
32666;113346;6;jeudi;3;0;90.0;3.0;2.0
32667;113346;6;jeudi;4;1;;;
32668;113346;6;jeudi;5;0;;1.0;1.0
32669;113346;6;jeudi;6;0;;;
32706;113349;6;lundi;1;0;10.0;1.0;1.0
32707;113349;6;lundi;2;0;;;
32708;113349;6;lundi;3;0;;1.0;1.0
32709;113349;6;lundi;4;0;;;
32710;113349;6;lundi;5;0;15.0;1.0;2.0
32711;113349;6;lundi;6;0;;;
32748;113350;6;samedi;1;1;;;
32749;113350;6;samedi;2;0;;;
32750;113350;6;samedi;3;0;30.0;1.0;2.0
32751;113350;6;samedi;4;0;;;
32752;113350;6;samedi;5;0;30.0;1.0;2.0
32753;113350;6;samedi;6;1;;;
32790;113351;6;lundi;1;0;25.0;1.0;1.0
32791;113351;6;lundi;2;0;;;
32792;113351;6;lundi;3;0;20.0;1.0;1.0
32793;113351;6;lundi;4;0;;;
32794;113351;6;lundi;5;0;15.0;1.0;9.0
32795;113351;6;lundi;6;0;;;
32832;113358;6;mercredi;1;0;15.0;1.0;1.0
32833;113358;6;mercredi;2;0;;;
32834;113358;6;mercredi;3;0;45.0;2.0;4.0
32835;113358;6;mercredi;4;0;;;
32836;113358;6;mercredi;5;0;45.0;6.0;4.0
32837;113358;6;mercredi;6;1;;;
32874;113359;6;jeudi;1;0;30.0;1.0;2.0
32875;113359;6;jeudi;2;1;;;
32876;113359;6;jeudi;3;0;90.0;5.0;2.0
32877;113359;6;jeudi;4;0;;;
32878;113359;6;jeudi;5;0;60.0;1.0;2.0
32879;113359;6;jeudi;6;1;;;
32916;113361;6;mardi;1;0;;2.0;4.0
32917;113361;6;mardi;2;1;;;
32918;113361;6;mardi;3;1;;;
32919;113361;6;mardi;4;0;;;
32920;113361;6;mardi;5;0;30.0;1.0;1.0
32921;113361;6;mardi;6;0;;;
32958;113362;6;lundi;1;0;25.0;1.0;1.0
32959;113362;6;lundi;2;1;;;
32960;113362;6;lundi;3;0;40.0;1.0;2.0
32961;113362;6;lundi;4;1;;;
32962;113362;6;lundi;5;0;20.0;1.0;1.0
32963;113362;6;lundi;6;1;;;
33000;113363;6;samedi;1;0;50.0;1.0;2.0
33001;113363;6;samedi;2;0;;;
33002;113363;6;samedi;3;0;30.0;1.0;2.0
33003;113363;6;samedi;4;0;;;
33004;113363;6;samedi;5;0;30.0;1.0;2.0
33005;113363;6;samedi;6;0;;;
33042;113364;6;vendredi;1;0;5.0;1.0;2.0
33043;113364;6;vendredi;2;0;;;
33044;113364;6;vendredi;3;0;15.0;1.0;1.0
33045;113364;6;vendredi;4;1;;;
33046;113364;6;vendredi;5;0;15.0;1.0;2.0
33047;113364;6;vendredi;6;1;;;
33084;113367;6;samedi;1;0;10.0;1.0;2.0
33085;113367;6;samedi;2;1;;;
33086;113367;6;samedi;3;0;30.0;1.0;2.0
33087;113367;6;samedi;4;0;;;
33088;113367;6;samedi;5;0;20.0;1.0;2.0
33089;113367;6;samedi;6;1;;;
33126;113370;6;mardi;1;0;20.0;1.0;2.0
