;nomen;nojour;nomjour;tyrep;temrep;duree;lieu;avecqui
32610;113333;4;dimanche;1;0;15.0;1.0;2.0
32611;113333;4;dimanche;2;0;;;
32612;113333;4;dimanche;3;0;45.0;1.0;2.0
32613;113333;4;dimanche;4;1;;;
32614;113333;4;dimanche;5;0;20.0;1.0;2.0
32615;113333;4;dimanche;6;1;;;
32652;113346;4;mardi;1;0;;0.0;1.0
32653;113346;4;mardi;2;0;;;
32654;113346;4;mardi;3;0;30.0;0.0;9.0
32655;113346;4;mardi;4;1;;;
32656;113346;4;mardi;5;0;;5.0;3.0
32657;113346;4;mardi;6;0;;;
32694;113349;4;samedi;1;0;10.0;1.0;1.0
32695;113349;4;samedi;2;0;;;
32696;113349;4;samedi;3;0;35.0;1.0;2.0
32697;113349;4;samedi;4;0;;;
32698;113349;4;samedi;5;0;15.0;1.0;2.0
32699;113349;4;samedi;6;0;;;
32736;113350;4;jeudi;1;1;;;
32737;113350;4;jeudi;2;0;;;
32738;113350;4;jeudi;3;1;;;
32739;113350;4;jeudi;4;0;;;
32740;113350;4;jeudi;5;1;;;
32741;113350;4;jeudi;6;0;;;
32778;113351;4;samedi;1;0;30.0;1.0;3.0
32779;113351;4;samedi;2;1;;;
32780;113351;4;samedi;3;0;45.0;1.0;3.0
32781;113351;4;samedi;4;1;;;
32782;113351;4;samedi;5;0;40.0;1.0;3.0
32783;113351;4;samedi;6;0;;;
32820;113358;4;lundi;1;0;15.0;1.0;1.0
32821;113358;4;lundi;2;0;;;
32822;113358;4;lundi;3;0;30.0;2.0;4.0
32823;113358;4;lundi;4;0;;;
32824;113358;4;lundi;5;0;20.0;1.0;1.0
32825;113358;4;lundi;6;1;;;
32862;113359;4;mardi;1;0;60.0;1.0;2.0
32863;113359;4;mardi;2;0;;;
32864;113359;4;mardi;3;0;60.0;1.0;2.0
32865;113359;4;mardi;4;0;;;
32866;113359;4;mardi;5;0;60.0;1.0;2.0
32867;113359;4;mardi;6;1;;;
32904;113361;4;dimanche;1;0;15.0;1.0;1.0
32905;113361;4;dimanche;2;1;;;
32906;113361;4;dimanche;3;0;30.0;1.0;1.0
32907;113361;4;dimanche;4;0;;;
32908;113361;4;dimanche;5;0;15.0;1.0;1.0
32909;113361;4;dimanche;6;0;;;
32946;113362;4;samedi;1;0;25.0;1.0;1.0
32947;113362;4;samedi;2;1;;;
32948;113362;4;samedi;3;0;20.0;1.0;1.0
32949;113362;4;samedi;4;1;;;
32950;113362;4;samedi;5;0;25.0;1.0;1.0
32951;113362;4;samedi;6;1;;;
