;nomen;nojour;nomjour;tyrep;temrep;duree;lieu;avecqui
16026;111898;5;mardi;1;0;15.0;1.0;2.0
16027;111898;5;mardi;2;0;;;
16028;111898;5;mardi;3;0;20.0;1.0;2.0
16029;111898;5;mardi;4;0;;;
16030;111898;5;mardi;5;0;15.0;1.0;2.0
16031;111898;5;mardi;6;0;;;
16068;111901;5;mardi;1;0;30.0;1.0;2.0
16069;111901;5;mardi;2;1;;;
16070;111901;5;mardi;3;0;30.0;1.0;2.0
16071;111901;5;mardi;4;1;;;
16072;111901;5;mardi;5;0;140.0;5.0;2.0
16073;111901;5;mardi;6;1;;;
16110;111902;5;samedi;1;0;60.0;1.0;2.0
16111;111902;5;samedi;2;1;;;
16112;111902;5;samedi;3;0;30.0;1.0;2.0
16113;111902;5;samedi;4;0;;;
16114;111902;5;samedi;5;0;30.0;1.0;2.0
16115;111902;5;samedi;6;0;;;
16152;111912;5;lundi;1;0;;1.0;9.0
16153;111912;5;lundi;2;0;;;
16154;111912;5;lundi;3;0;45.0;1.0;2.0
16155;111912;5;lundi;4;0;;;
16156;111912;5;lundi;5;0;35.0;1.0;1.0
16157;111912;5;lundi;6;0;;;
16194;111914;5;dimanche;1;0;20.0;3.0;2.0
16195;111914;5;dimanche;2;1;;;
16196;111914;5;dimanche;3;0;15.0;3.0;2.0
16197;111914;5;dimanche;4;1;;;
16198;111914;5;dimanche;5;0;15.0;1.0;1.0
16199;111914;5;dimanche;6;0;;;
16236;111915;5;lundi;1;0;30.0;1.0;1.0
16237;111915;5;lundi;2;1;;;
16238;111915;5;lundi;3;0;60.0;1.0;9.0
16239;111915;5;lundi;4;1;;;
16240;111915;5;lundi;5;0;30.0;0.0;2.0
16241;111915;5;lundi;6;1;;;
16278;111917;5;mardi;1;0;30.0;0.0;1.0
16279;111917;5;mardi;2;1;;;
16280;111917;5;mardi;3;0;75.0;3.0;3.0
16281;111917;5;mardi;4;0;;;
16282;111917;5;mardi;5;0;45.0;3.0;3.0
16283;111917;5;mardi;6;0;;;
16320;111920;5;lundi;1;0;10.0;1.0;2.0
16321;111920;5;lundi;2;1;;;
16322;111920;5;lundi;3;0;45.0;3.0;3.0
16323;111920;5;lundi;4;1;;;
16324;111920;5;lundi;5;0;60.0;1.0;2.0
16325;111920;5;lundi;6;1;;;
16362;111921;5;mercredi;1;0;15.0;1.0;1.0
16363;111921;5;mercredi;2;0;;;
16364;111921;5;mercredi;3;0;25.0;2.0;4.0
16365;111921;5;mercredi;4;1;;;
16366;111921;5;mercredi;5;0;15.0;1.0;2.0
16367;111921;5;mercredi;6;1;;;
16404;111922;5;dimanche;1;0;20.0;1.0;1.0
16405;111922;5;dimanche;2;0;;;
16406;111922;5;dimanche;3;0;30.0;1.0;2.0
16407;111922;5;dimanche;4;0;;;
16408;111922;5;dimanche;5;0;35.0;1.0;2.0
16409;111922;5;dimanche;6;0;;;
16446;111925;5;lundi;1;0;10.0;1.0;1.0
16447;111925;5;lundi;2;0;;;
16448;111925;5;lundi;3;0;15.0;6.0;1.0
16449;111925;5;lundi;4;1;;;
16450;111925;5;lundi;5;0;20.0;1.0;1.0
16451;111925;5;lundi;6;1;;;
16488;111934;5;jeudi;1;0;15.0;1.0;1.0
16489;111934;5;jeudi;2;1;;;
16490;111934;5;jeudi;3;0;25.0;1.0;1.0
16491;111934;5;jeudi;4;1;;;
16492;111934;5;jeudi;5;0;20.0;1.0;1.0
16493;111934;5;jeudi;6;1;;;
16530;111939;5;dimanche;1;0;15.0;1.0;1.0
16531;111939;5;dimanche;2;1;;;
16532;111939;5;dimanche;3;0;15.0;1.0;2.0
16533;111939;5;dimanche;4;0;;;
16534;111939;5;dimanche;5;0;15.0;1.0;2.0
16535;111939;5;dimanche;6;0;;;
16572;111940;5;mardi;1;0;30.0;1.0;1.0
16573;111940;5;mardi;2;0;;;
16574;111940;5;mardi;3;0;30.0;6.0;4.0
16575;111940;5;mardi;4;0;;;
16576;111940;5;mardi;5;0;30.0;1.0;2.0
16577;111940;5;mardi;6;1;;;
16614;111941;5;mardi;1;9;;;
16615;111941;5;mardi;2;1;;;
16616;111941;5;mardi;3;0;25.0;1.0;1.0
16617;111941;5;mardi;4;1;;;
16618;111941;5;mardi;5;1;;;
16619;111941;5;mardi;6;0;;;
16656;111944;5;vendredi;1;0;15.0;1.0;1.0
16657;111944;5;vendredi;2;1;;;
16658;111944;5;vendredi;3;0;60.0;5.0;1.0
16659;111944;5;vendredi;4;1;;;
16660;111944;5;vendredi;5;0;30.0;2.0;2.0
16661;111944;5;vendredi;6;0;;;
16698;111947;5;jeudi;1;0;15.0;1.0;2.0
16699;111947;5;jeudi;2;0;;;
16700;111947;5;jeudi;3;0;30.0;6.0;4.0
16701;111947;5;jeudi;4;0;;;
16702;111947;5;jeudi;5;0;60.0;1.0;2.0
16703;111947;5;jeudi;6;1;;;
16740;111950;5;lundi;1;1;;;
16741;111950;5;lundi;2;0;;;
16742;111950;5;lundi;3;1;;;
16743;111950;5;lundi;4;0;;;
16744;111950;5;lundi;5;0;60.0;0.0;2.0
16745;111950;5;lundi;6;0;;;
16782;111957;5;lundi;1;0;15.0;1.0;1.0
16783;111957;5;lundi;2;0;;;
16784;111957;5;lundi;3;0;25.0;1.0;1.0
16785;111957;5;lundi;4;1;;;
