;nomen;nojour;nomjour;tyrep;temrep;duree;lieu;avecqui
16014;111898;3;dimanche;1;0;15.0;1.0;2.0
16015;111898;3;dimanche;2;0;;;
16016;111898;3;dimanche;3;0;5.0;1.0;2.0
16017;111898;3;dimanche;4;0;;;
16018;111898;3;dimanche;5;0;15.0;1.0;2.0
16019;111898;3;dimanche;6;0;;;
16056;111901;3;dimanche;1;0;30.0;3.0;2.0
16057;111901;3;dimanche;2;0;;;
16058;111901;3;dimanche;3;0;40.0;3.0;2.0
16059;111901;3;dimanche;4;0;;;
16060;111901;3;dimanche;5;0;30.0;1.0;2.0
16061;111901;3;dimanche;6;1;;;
16098;111902;3;jeudi;1;0;15.0;1.0;2.0
16099;111902;3;jeudi;2;1;;;
16100;111902;3;jeudi;3;0;30.0;1.0;2.0
16101;111902;3;jeudi;4;0;;;
16102;111902;3;jeudi;5;0;40.0;1.0;2.0
16103;111902;3;jeudi;6;1;;;
16140;111912;3;samedi;1;0;30.0;1.0;1.0
16141;111912;3;samedi;2;1;;;
16142;111912;3;samedi;3;0;50.0;1.0;2.0
16143;111912;3;samedi;4;0;;;
16144;111912;3;samedi;5;0;30.0;1.0;1.0
16145;111912;3;samedi;6;0;;;
16182;111914;3;vendredi;1;0;20.0;1.0;1.0
16183;111914;3;vendredi;2;0;;;
16184;111914;3;vendredi;3;0;15.0;1.0;1.0
16185;111914;3;vendredi;4;0;;;
16186;111914;3;vendredi;5;1;;;
16187;111914;3;vendredi;6;1;;;
16224;111915;3;samedi;1;0;30.0;0.0;2.0
16225;111915;3;samedi;2;1;;;
16226;111915;3;samedi;3;0;30.0;1.0;1.0
16227;111915;3;samedi;4;1;;;
16228;111915;3;samedi;5;0;60.0;0.0;2.0
16229;111915;3;samedi;6;1;;;
16266;111917;3;dimanche;1;0;30.0;3.0;3.0
16267;111917;3;dimanche;2;1;;;
16268;111917;3;dimanche;3;0;60.0;3.0;3.0
16269;111917;3;dimanche;4;0;;;
16270;111917;3;dimanche;5;0;30.0;3.0;3.0
16271;111917;3;dimanche;6;0;;;
16308;111920;3;samedi;1;0;10.0;1.0;2.0
16309;111920;3;samedi;2;1;;;
16310;111920;3;samedi;3;0;40.0;1.0;2.0
16311;111920;3;samedi;4;1;;;
16312;111920;3;samedi;5;0;60.0;1.0;2.0
16313;111920;3;samedi;6;0;;;
