;nomen;nojour;nomjour;tyrep;temrep;duree;lieu;avecqui
12318;111556;3;vendredi;1;0;15.0;0.0;2.0
12319;111556;3;vendredi;2;0;;;
12320;111556;3;vendredi;3;0;20.0;1.0;2.0
12321;111556;3;vendredi;4;0;;;
12322;111556;3;vendredi;5;0;30.0;5.0;2.0
12323;111556;3;vendredi;6;1;;;
12360;111557;3;jeudi;1;0;5.0;1.0;1.0
12361;111557;3;jeudi;2;0;;;
12362;111557;3;jeudi;3;0;15.0;1.0;2.0
12363;111557;3;jeudi;4;1;;;
12364;111557;3;jeudi;5;0;20.0;1.0;2.0
12365;111557;3;jeudi;6;1;;;
12402;111558;3;samedi;1;1;;;
12403;111558;3;samedi;2;1;;;
12404;111558;3;samedi;3;0;20.0;1.0;1.0
12405;111558;3;samedi;4;0;;;
12406;111558;3;samedi;5;0;25.0;1.0;1.0
12407;111558;3;samedi;6;1;;;
12444;111562;3;dimanche;1;0;20.0;1.0;2.0
12445;111562;3;dimanche;2;1;;;
12446;111562;3;dimanche;3;0;35.0;1.0;2.0
12447;111562;3;dimanche;4;1;;;
12448;111562;3;dimanche;5;0;30.0;1.0;2.0
12449;111562;3;dimanche;6;1;;;
12486;111564;3;lundi;1;0;30.0;1.0;2.0
12487;111564;3;lundi;2;0;;;
12488;111564;3;lundi;3;0;35.0;1.0;2.0
12489;111564;3;lundi;4;0;;;
12490;111564;3;lundi;5;0;15.0;1.0;2.0
12491;111564;3;lundi;6;1;;;
12528;111570;3;jeudi;1;0;10.0;1.0;1.0
12529;111570;3;jeudi;2;1;;;
12530;111570;3;jeudi;3;0;10.0;1.0;1.0
12531;111570;3;jeudi;4;0;;;
12532;111570;3;jeudi;5;0;30.0;1.0;2.0
12533;111570;3;jeudi;6;1;;;
12570;111572;3;lundi;1;0;20.0;1.0;2.0
12571;111572;3;lundi;2;0;;;
12572;111572;3;lundi;3;0;45.0;5.0;4.0
12573;111572;3;lundi;4;0;;;
12574;111572;3;lundi;5;0;60.0;1.0;2.0
12575;111572;3;lundi;6;1;;;
12612;111576;3;samedi;1;0;15.0;2.0;2.0
12613;111576;3;samedi;2;0;;;
12614;111576;3;samedi;3;0;30.0;1.0;2.0
12615;111576;3;samedi;4;0;;;
12616;111576;3;samedi;5;0;30.0;1.0;2.0
12617;111576;3;samedi;6;1;;;
12654;111577;3;jeudi;1;0;15.0;1.0;1.0
12655;111577;3;jeudi;2;0;;;
12656;111577;3;jeudi;3;0;30.0;1.0;2.0
12657;111577;3;jeudi;4;0;;;
12658;111577;3;jeudi;5;0;30.0;1.0;2.0
12659;111577;3;jeudi;6;0;;;
12696;111597;3;lundi;1;0;30.0;1.0;2.0
12697;111597;3;lundi;2;0;;;
12698;111597;3;lundi;3;0;45.0;1.0;2.0
12699;111597;3;lundi;4;0;;;
12700;111597;3;lundi;5;0;30.0;1.0;2.0
12701;111597;3;lundi;6;1;;;
12738;111599;3;lundi;1;0;10.0;6.0;1.0
12739;111599;3;lundi;2;0;;;
12740;111599;3;lundi;3;0;15.0;6.0;1.0
12741;111599;3;lundi;4;0;;;
12742;111599;3;lundi;5;0;20.0;1.0;2.0
12743;111599;3;lundi;6;1;;;
12780;111601;3;vendredi;1;0;10.0;1.0;1.0
12781;111601;3;vendredi;2;1;;;
12782;111601;3;vendredi;3;0;15.0;4.0;9.0
12783;111601;3;vendredi;4;0;;;
12784;111601;3;vendredi;5;0;15.0;1.0;2.0
12785;111601;3;vendredi;6;1;;;
12822;111608;3;jeudi;1;0;10.0;1.0;1.0
12823;111608;3;jeudi;2;1;;;
12824;111608;3;jeudi;3;0;30.0;2.0;4.0
12825;111608;3;jeudi;4;0;;;
12826;111608;3;jeudi;5;0;15.0;1.0;1.0
12827;111608;3;jeudi;6;1;;;
12864;111611;3;dimanche;1;0;30.0;1.0;2.0
12865;111611;3;dimanche;2;1;;;
12866;111611;3;dimanche;3;0;30.0;1.0;2.0
12867;111611;3;dimanche;4;0;;;
12868;111611;3;dimanche;5;0;30.0;1.0;2.0
12869;111611;3;dimanche;6;1;;;
12906;111633;3;vendredi;1;0;30.0;1.0;2.0
12907;111633;3;vendredi;2;1;;;
12908;111633;3;vendredi;3;0;20.0;1.0;2.0
12909;111633;3;vendredi;4;0;;;
12910;111633;3;vendredi;5;0;30.0;1.0;2.0
12911;111633;3;vendredi;6;0;;;
12948;111639;3;mercredi;1;0;30.0;1.0;2.0
12949;111639;3;mercredi;2;0;;;
12950;111639;3;mercredi;3;0;30.0;1.0;2.0
12951;111639;3;mercredi;4;1;;;
12952;111639;3;mercredi;5;0;30.0;1.0;2.0
12953;111639;3;mercredi;6;1;;;
12990;111641;3;samedi;1;0;15.0;1.0;2.0
12991;111641;3;samedi;2;1;;;
12992;111641;3;samedi;3;0;30.0;1.0;2.0
12993;111641;3;samedi;4;1;;;
12994;111641;3;samedi;5;0;60.0;1.0;2.0
12995;111641;3;samedi;6;1;;;
13032;111650;3;lundi;1;0;10.0;1.0;1.0
13033;111650;3;lundi;2;0;;;
13034;111650;3;lundi;3;0;50.0;5.0;3.0
13035;111650;3;lundi;4;0;;;
13036;111650;3;lundi;5;0;45.0;1.0;1.0
13037;111650;3;lundi;6;1;;;
13074;111651;3;mardi;1;0;15.0;1.0;2.0
13075;111651;3;mardi;2;0;;;
