;nomen;nojour;nomjour;tyrep;temrep;duree;lieu;avecqui
12342;111556;7;mardi;1;0;15.0;1.0;2.0
12343;111556;7;mardi;2;1;;;
12344;111556;7;mardi;3;0;20.0;1.0;2.0
12345;111556;7;mardi;4;0;;;
12346;111556;7;mardi;5;0;20.0;1.0;2.0
12347;111556;7;mardi;6;1;;;
12384;111557;7;lundi;1;0;5.0;1.0;1.0
12385;111557;7;lundi;2;0;;;
12386;111557;7;lundi;3;0;20.0;1.0;2.0
12387;111557;7;lundi;4;1;;;
12388;111557;7;lundi;5;1;;;
12389;111557;7;lundi;6;1;;;
12426;111558;7;mercredi;1;1;;;
12427;111558;7;mercredi;2;1;;;
12428;111558;7;mercredi;3;0;25.0;2.0;4.0
12429;111558;7;mercredi;4;0;;;
12430;111558;7;mercredi;5;0;20.0;1.0;1.0
12431;111558;7;mercredi;6;1;;;
12468;111562;7;jeudi;1;0;20.0;1.0;2.0
12469;111562;7;jeudi;2;0;;;
12470;111562;7;jeudi;3;0;25.0;2.0;3.0
12471;111562;7;jeudi;4;0;;;
12472;111562;7;jeudi;5;0;30.0;1.0;2.0
12473;111562;7;jeudi;6;1;;;
12510;111564;7;vendredi;1;0;15.0;1.0;1.0
12511;111564;7;vendredi;2;0;;;
12512;111564;7;vendredi;3;0;75.0;3.0;3.0
12513;111564;7;vendredi;4;1;;;
12514;111564;7;vendredi;5;0;30.0;1.0;2.0
12515;111564;7;vendredi;6;1;;;
12552;111570;7;lundi;1;0;10.0;1.0;1.0
12553;111570;7;lundi;2;1;;;
12554;111570;7;lundi;3;0;10.0;1.0;1.0
12555;111570;7;lundi;4;1;;;
12556;111570;7;lundi;5;0;30.0;1.0;2.0
12557;111570;7;lundi;6;1;;;
12594;111572;7;vendredi;1;0;30.0;1.0;2.0
12595;111572;7;vendredi;2;0;;;
12596;111572;7;vendredi;3;0;60.0;0.0;1.0
12597;111572;7;vendredi;4;0;;;
12598;111572;7;vendredi;5;0;60.0;1.0;2.0
12599;111572;7;vendredi;6;1;;;
12636;111576;7;mercredi;1;0;15.0;1.0;2.0
12637;111576;7;mercredi;2;0;;;
12638;111576;7;mercredi;3;0;30.0;2.0;3.0
12639;111576;7;mercredi;4;0;;;
12640;111576;7;mercredi;5;0;30.0;1.0;2.0
12641;111576;7;mercredi;6;1;;;
12678;111577;7;lundi;1;0;30.0;1.0;9.0
12679;111577;7;lundi;2;1;;;
12680;111577;7;lundi;3;0;30.0;1.0;1.0
12681;111577;7;lundi;4;0;;;
12682;111577;7;lundi;5;1;;;
12683;111577;7;lundi;6;0;;;
12720;111597;7;vendredi;1;0;30.0;1.0;2.0
12721;111597;7;vendredi;2;1;;;
12722;111597;7;vendredi;3;0;60.0;1.0;2.0
12723;111597;7;vendredi;4;0;;;
12724;111597;7;vendredi;5;0;60.0;1.0;2.0
12725;111597;7;vendredi;6;0;;;
12762;111599;7;vendredi;1;0;15.0;1.0;1.0
12763;111599;7;vendredi;2;0;;;
12764;111599;7;vendredi;3;0;15.0;6.0;1.0
12765;111599;7;vendredi;4;0;;;
12766;111599;7;vendredi;5;0;;1.0;2.0
12767;111599;7;vendredi;6;0;;;
12804;111601;7;mardi;1;9;;;
12805;111601;7;mardi;2;9;;;
12806;111601;7;mardi;3;9;;;
12807;111601;7;mardi;4;9;;;
12808;111601;7;mardi;5;9;;;
