;nomen;nojour;nomjour;tyrep;temrep;duree;lieu;avecqui
12312;111556;2;jeudi;1;0;15.0;0.0;2.0
12313;111556;2;jeudi;2;0;;;
12314;111556;2;jeudi;3;0;20.0;1.0;2.0
12315;111556;2;jeudi;4;0;;;
12316;111556;2;jeudi;5;0;30.0;0.0;2.0
12317;111556;2;jeudi;6;0;;;
12354;111557;2;mercredi;1;0;5.0;1.0;1.0
12355;111557;2;mercredi;2;0;;;
12356;111557;2;mercredi;3;0;20.0;1.0;2.0
12357;111557;2;mercredi;4;0;;;
12358;111557;2;mercredi;5;0;35.0;1.0;2.0
12359;111557;2;mercredi;6;0;;;
12396;111558;2;vendredi;1;0;5.0;1.0;1.0
12397;111558;2;vendredi;2;1;;;
12398;111558;2;vendredi;3;0;35.0;2.0;4.0
12399;111558;2;vendredi;4;1;;;
12400;111558;2;vendredi;5;0;35.0;1.0;1.0
12401;111558;2;vendredi;6;1;;;
12438;111562;2;samedi;1;0;15.0;1.0;1.0
12439;111562;2;samedi;2;0;;;
12440;111562;2;samedi;3;0;20.0;1.0;2.0
12441;111562;2;samedi;4;1;;;
12442;111562;2;samedi;5;0;30.0;0.0;1.0
12443;111562;2;samedi;6;1;;;
12480;111564;2;dimanche;1;0;15.0;1.0;1.0
12481;111564;2;dimanche;2;0;;;
12482;111564;2;dimanche;3;0;30.0;1.0;2.0
12483;111564;2;dimanche;4;0;;;
12484;111564;2;dimanche;5;0;30.0;1.0;2.0
12485;111564;2;dimanche;6;1;;;
12522;111570;2;mercredi;1;0;10.0;1.0;1.0
12523;111570;2;mercredi;2;1;;;
12524;111570;2;mercredi;3;0;30.0;5.0;3.0
12525;111570;2;mercredi;4;0;;;
12526;111570;2;mercredi;5;0;30.0;1.0;2.0
12527;111570;2;mercredi;6;1;;;
12564;111572;2;dimanche;1;0;30.0;1.0;2.0
12565;111572;2;dimanche;2;0;;;
12566;111572;2;dimanche;3;0;90.0;0.0;3.0
12567;111572;2;dimanche;4;0;;;
12568;111572;2;dimanche;5;0;75.0;1.0;2.0
12569;111572;2;dimanche;6;0;;;
12606;111576;2;vendredi;1;0;15.0;1.0;1.0
