;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;33;33;38.2258064516
1;2;Champagne;16;16;45.6666666667
2;3;Picardie;16;16;53.25
3;4;Haute-Normandie;11;11;44.5454545455
4;5;Centre;13;13;49.0909090909
5;6;Basse-Normandie;14;14;56.4285714286
6;7;Bourgogne;5;5;28.0
7;8;Nord;16;16;33.125
8;9;Lorraine;17;17;36.7647058824
9;10;Alsace;15;15;31.8461538462
10;11;Franche Comté;3;3;34.3333333333
11;12;Pays de la Loire;22;22;38.7777777778
12;13;Bretagne;24;24;38.5416666667
13;14;Poitou Charentes;16;16;54.2857142857
14;15;Aquitaine;26;26;35.0
15;16;Midi-Pyrénées;13;13;34.6153846154
16;17;limousin;3;3;28.3333333333
17;18;Rhône-Alpes;24;24;25.35
18;19;Auvergne;9;9;33.6666666667
19;20;Languedoc;18;18;32.4375
20;21;Provence Côte d'Azur;18;18;35.5882352941
