;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;3606;601;32.3708281829
1;2;Champagne;774;129;33.4642857143
2;3;Picardie;888;148;35.306372549
3;4;Haute-Normandie;792;132;33.5480225989
4;5;Centre;1218;203;32.8768939394
5;6;Basse-Normandie;816;136;31.545691906
6;7;Bourgogne;408;68;31.0909090909
7;8;Nord;1362;227;28.5792079208
8;9;Lorraine;1164;194;29.875
9;10;Alsace;714;119;33.3483870968
10;11;Franche Comté;786;131;31.8972972973
11;12;Pays de la Loire;1350;225;32.1318327974
12;13;Bretagne;1320;220;32.1299342105
13;14;Poitou Charentes;984;164;33.7380952381
14;15;Aquitaine;1464;244;32.7608370703
15;16;Midi-Pyrénées;918;153;32.5072463768
16;17;limousin;264;44;33.2926829268
17;18;Rhône-Alpes;2058;343;31.8773987207
18;19;Auvergne;702;117;30.3098159509
19;20;Languedoc;1524;254;30.6192528736
20;21;Provence Côte d'Azur;1362;227;33.7136
