;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;319;319;35.0946969697
1;2;Champagne;70;70;44.4262295082
2;3;Picardie;79;79;38.4225352113
3;4;Haute-Normandie;79;79;37.2142857143
4;5;Centre;113;113;40.0816326531
5;6;Basse-Normandie;86;86;42.3827160494
6;7;Bourgogne;32;32;41.1851851852
7;8;Nord;127;127;28.9473684211
8;9;Lorraine;114;114;38.8235294118
9;10;Alsace;74;74;32.671875
10;11;Franche Comté;80;80;34.9714285714
11;12;Pays de la Loire;125;125;35.7798165138
12;13;Bretagne;119;119;36.0091743119
13;14;Poitou Charentes;90;90;36.1785714286
14;15;Aquitaine;147;147;35.598540146
15;16;Midi-Pyrénées;78;78;38.8285714286
16;17;limousin;27;27;34.0
17;18;Rhône-Alpes;198;198;37.1907514451
18;19;Auvergne;74;74;35.0909090909
19;20;Languedoc;142;142;36.0153846154
20;21;Provence Côte d'Azur;131;131;35.6694915254
