;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;17;17;24.2307692308
1;2;Champagne;6;6;31.4
2;3;Picardie;5;5;17.5
3;4;Haute-Normandie;3;3;18.3333333333
4;5;Centre;13;13;20.0
5;6;Basse-Normandie;2;2;
6;7;Bourgogne;2;2;27.5
7;8;Nord;7;7;20.3333333333
8;9;Lorraine;10;10;22.25
9;10;Alsace;5;5;20.0
10;11;Franche Comté;6;6;24.0
11;12;Pays de la Loire;7;7;14.6666666667
12;13;Bretagne;8;8;13.75
13;14;Poitou Charentes;10;10;20.5555555556
14;15;Aquitaine;17;17;17.5
15;16;Midi-Pyrénées;11;11;15.4545454545
16;17;limousin;3;3;20.0
17;18;Rhône-Alpes;18;18;20.1875
18;19;Auvergne;9;9;18.8888888889
19;20;Languedoc;14;14;17.0833333333
20;21;Provence Côte d'Azur;10;10;15.8
