;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;319;319;35.54296875
1;2;Champagne;70;70;32.431372549
2;3;Picardie;79;79;35.7941176471
3;4;Haute-Normandie;79;79;37.6029411765
4;5;Centre;113;113;35.3936170213
5;6;Basse-Normandie;86;86;36.3116883117
6;7;Bourgogne;32;32;43.125
7;8;Nord;127;127;32.0673076923
8;9;Lorraine;114;114;34.8529411765
9;10;Alsace;74;74;32.3230769231
10;11;Franche Comté;80;80;36.6029411765
11;12;Pays de la Loire;125;125;36.3571428571
12;13;Bretagne;119;119;36.5454545455
13;14;Poitou Charentes;90;90;36.4096385542
14;15;Aquitaine;147;147;37.2619047619
15;16;Midi-Pyrénées;78;78;34.7323943662
16;17;limousin;27;27;33.2
17;18;Rhône-Alpes;198;198;35.9161676647
18;19;Auvergne;74;74;34.8059701493
19;20;Languedoc;142;142;36.8034188034
20;21;Provence Côte d'Azur;131;131;40.7
