;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;282;282;36.1089494163
1;2;Champagne;59;59;37.1052631579
2;3;Picardie;69;69;42.234375
3;4;Haute-Normandie;53;53;34.7659574468
4;5;Centre;90;90;42.012195122
5;6;Basse-Normandie;50;50;38.0869565217
6;7;Bourgogne;36;36;39.4285714286
7;8;Nord;100;100;34.7701149425
8;9;Lorraine;80;80;34.338028169
9;10;Alsace;45;45;39.6904761905
10;11;Franche Comté;51;51;39.5098039216
11;12;Pays de la Loire;100;100;37.311827957
12;13;Bretagne;101;101;39.4736842105
13;14;Poitou Charentes;74;74;38.9855072464
14;15;Aquitaine;97;97;38.2613636364
15;16;Midi-Pyrénées;75;75;38.6029411765
16;17;limousin;17;17;39.7058823529
17;18;Rhône-Alpes;145;145;38.8613138686
18;19;Auvergne;43;43;37.380952381
19;20;Languedoc;112;112;35.3137254902
20;21;Provence Côte d'Azur;96;96;41.7294117647
