;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;42;6;
1;2;Champagne;28;4;
2;3;Picardie;14;2;
3;4;Haute-Normandie;7;1;
4;5;Centre;63;9;
5;6;Basse-Normandie;7;1;
6;7;Bourgogne;14;2;
7;8;Nord;42;6;
8;9;Lorraine;49;7;
9;10;Alsace;14;2;
10;11;Franche Comté;28;4;
11;12;Pays de la Loire;49;7;
12;13;Bretagne;49;7;
13;14;Poitou Charentes;28;4;
14;15;Aquitaine;98;14;
15;16;Midi-Pyrénées;42;6;
16;17;limousin;14;2;
17;18;Rhône-Alpes;56;8;
18;19;Auvergne;42;6;
19;20;Languedoc;70;10;
20;21;Provence Côte d'Azur;42;6;
