;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;434;62;36.7283950617
1;2;Champagne;7;1;35.7142857143
2;3;Picardie;70;10;32.7536231884
3;4;Haute-Normandie;28;4;30.1851851852
4;5;Centre;28;4;50.7407407407
5;6;Basse-Normandie;35;5;37.3428571429
6;7;Bourgogne;7;1;52.8571428571
7;8;Nord;35;5;47.9032258065
8;9;Lorraine;63;9;34.320754717
9;10;Alsace;42;6;37.8378378378
10;11;Franche Comté;14;2;34.2857142857
11;12;Pays de la Loire;84;12;47.858974359
12;13;Bretagne;49;7;40.3191489362
13;14;Poitou Charentes;21;3;37.7777777778
14;15;Aquitaine;77;11;34.8550724638
15;16;Midi-Pyrénées;49;7;36.8888888889
16;17;limousin;7;1;26.4285714286
17;18;Rhône-Alpes;140;20;35.9411764706
18;19;Auvergne;21;3;21.9047619048
19;20;Languedoc;28;4;30.3571428571
20;21;Provence Côte d'Azur;84;12;41.0731707317
