;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;1806;43;33.0776470588
1;2;Champagne;126;3;31.3888888889
2;3;Picardie;294;7;39.1594202899
3;4;Haute-Normandie;294;7;27.5954198473
4;5;Centre;210;5;33.3870967742
5;6;Basse-Normandie;210;5;30.3255813953
6;7;Bourgogne;84;2;27.0238095238
7;8;Nord;252;6;29.3983050847
8;9;Lorraine;420;10;31.7951219512
9;10;Alsace;126;3;34.9836065574
10;11;Franche Comté;84;2;27.45
11;12;Pays de la Loire;714;17;32.6246334311
12;13;Bretagne;672;16;29.6733333333
13;14;Poitou Charentes;168;4;34.8611111111
14;15;Aquitaine;588;14;33.6063829787
15;16;Midi-Pyrénées;504;12;31.3552631579
16;17;limousin;84;2;37.0
17;18;Rhône-Alpes;840;20;33.6119402985
18;19;Auvergne;210;5;30.12
19;20;Languedoc;462;11;32.1748878924
20;21;Provence Côte d'Azur;420;10;28.953125
