;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;77;77;19.1791044776
1;2;Champagne;5;5;21.25
2;3;Picardie;12;12;16.5
3;4;Haute-Normandie;21;21;18.0555555556
4;5;Centre;13;13;20.8333333333
5;6;Basse-Normandie;11;11;21.6666666667
6;7;Bourgogne;6;6;19.1666666667
7;8;Nord;11;11;17.1
8;9;Lorraine;15;15;22.7857142857
9;10;Alsace;5;5;14.0
10;11;Franche Comté;4;4;21.25
11;12;Pays de la Loire;28;28;19.8148148148
12;13;Bretagne;32;32;19.6428571429
13;14;Poitou Charentes;8;8;19.1666666667
14;15;Aquitaine;25;25;22.0416666667
15;16;Midi-Pyrénées;19;19;19.5333333333
16;17;limousin;3;3;13.3333333333
17;18;Rhône-Alpes;43;43;19.7435897436
18;19;Auvergne;9;9;21.875
19;20;Languedoc;25;25;18.75
20;21;Provence Côte d'Azur;24;24;19.3181818182
