;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;156;26;32.1948051948
1;2;Champagne;24;4;28.6363636364
2;3;Picardie;30;5;28.8666666667
3;4;Haute-Normandie;48;8;28.875
4;5;Centre;18;3;41.25
5;6;Basse-Normandie;30;5;45.0
6;7;Bourgogne;18;3;23.8888888889
7;8;Nord;30;5;33.2142857143
8;9;Lorraine;30;5;33.6666666667
9;10;Alsace;24;4;17.1
10;11;Franche Comté;6;1;33.3333333333
11;12;Pays de la Loire;36;6;31.8666666667
12;13;Bretagne;48;8;30.0
13;14;Poitou Charentes;12;2;60.8333333333
14;15;Aquitaine;48;8;34.6086956522
15;16;Midi-Pyrénées;18;3;36.875
16;17;limousin;6;1;25.0
17;18;Rhône-Alpes;102;17;31.0204081633
18;19;Auvergne;6;1;25.0
19;20;Languedoc;48;8;35.0
20;21;Provence Côte d'Azur;60;10;29.3333333333
