;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;29;29;33.125
1;2;Champagne;6;6;34.75
2;3;Picardie;11;11;26.0909090909
3;4;Haute-Normandie;12;12;33.0
4;5;Centre;13;13;26.4166666667
5;6;Basse-Normandie;8;8;25.7142857143
6;7;Bourgogne;7;7;54.0
7;8;Nord;14;14;30.3846153846
8;9;Lorraine;20;20;29.7368421053
9;10;Alsace;9;9;30.0
10;11;Franche Comté;3;3;21.6666666667
11;12;Pays de la Loire;15;15;32.5
12;13;Bretagne;17;17;47.5
13;14;Poitou Charentes;13;13;38.6363636364
14;15;Aquitaine;27;27;38.6956521739
15;16;Midi-Pyrénées;14;14;39.2307692308
16;17;limousin;2;2;55.0
17;18;Rhône-Alpes;22;22;37.5714285714
18;19;Auvergne;7;7;36.4285714286
19;20;Languedoc;18;18;30.7222222222
20;21;Provence Côte d'Azur;15;15;45.7142857143
