;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;29;29;23.0
1;2;Champagne;6;6;38.75
2;3;Picardie;11;11;17.5
3;4;Haute-Normandie;12;12;19.5454545455
4;5;Centre;13;13;23.1
5;6;Basse-Normandie;8;8;27.5
6;7;Bourgogne;7;7;27.8571428571
7;8;Nord;14;14;15.5
8;9;Lorraine;20;20;21.25
9;10;Alsace;9;9;20.0
10;11;Franche Comté;3;3;25.0
11;12;Pays de la Loire;15;15;23.9285714286
12;13;Bretagne;17;17;20.5882352941
13;14;Poitou Charentes;13;13;19.8461538462
14;15;Aquitaine;27;27;21.0
15;16;Midi-Pyrénées;14;14;17.5
16;17;limousin;2;2;25.0
17;18;Rhône-Alpes;22;22;21.7142857143
18;19;Auvergne;7;7;12.0
19;20;Languedoc;18;18;19.0
20;21;Provence Côte d'Azur;15;15;20.3846153846
