;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;319;319;36.7964912281
1;2;Champagne;70;70;37.95
2;3;Picardie;79;79;35.4366197183
3;4;Haute-Normandie;79;79;35.9420289855
4;5;Centre;113;113;33.404040404
5;6;Basse-Normandie;86;86;35.9277108434
6;7;Bourgogne;32;32;42.1428571429
7;8;Nord;127;127;30.7166666667
8;9;Lorraine;114;114;34.5818181818
9;10;Alsace;74;74;32.4545454545
10;11;Franche Comté;80;80;34.7945205479
11;12;Pays de la Loire;125;125;36.7155172414
12;13;Bretagne;119;119;38.3796296296
13;14;Poitou Charentes;90;90;37.9540229885
14;15;Aquitaine;147;147;38.9785714286
15;16;Midi-Pyrénées;78;78;39.8550724638
16;17;limousin;27;27;39.0
17;18;Rhône-Alpes;198;198;35.6153846154
18;19;Auvergne;74;74;33.8805970149
19;20;Languedoc;142;142;35.0661764706
20;21;Provence Côte d'Azur;131;131;41.1475409836
