;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;420;60;19.7847025496
1;2;Champagne;28;4;15.3703703704
2;3;Picardie;154;22;21.45
3;4;Haute-Normandie;91;13;15.9565217391
4;5;Centre;63;9;21.4285714286
5;6;Basse-Normandie;84;12;19.5180722892
6;7;Bourgogne;63;9;18.1034482759
7;8;Nord;63;9;16.6363636364
8;9;Lorraine;119;17;20.5436893204
9;10;Alsace;84;12;19.9358974359
10;11;Franche Comté;56;8;20.7755102041
11;12;Pays de la Loire;182;26;19.6213017751
12;13;Bretagne;119;17;18.7980769231
13;14;Poitou Charentes;70;10;16.9402985075
14;15;Aquitaine;147;21;19.3529411765
15;16;Midi-Pyrénées;56;8;17.7021276596
16;17;limousin;28;4;22.1428571429
17;18;Rhône-Alpes;322;46;17.5977443609
18;19;Auvergne;56;8;17.4339622642
19;20;Languedoc;140;20;16.784
20;21;Provence Côte d'Azur;196;28;18.6918918919
