;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;756;18;30.2900302115
1;2;Champagne;168;4;23.1875
2;3;Picardie;252;6;28.5267857143
3;4;Haute-Normandie;252;6;30.5445544554
4;5;Centre;588;14;34.0683760684
5;6;Basse-Normandie;168;4;38.8658536585
6;7;Bourgogne;210;5;26.0549450549
7;8;Nord;378;9;29.6258064516
8;9;Lorraine;504;12;28.866359447
9;10;Alsace;168;4;23.515625
10;11;Franche Comté;966;23;31.4176334107
11;12;Pays de la Loire;420;10;34.3529411765
12;13;Bretagne;378;9;30.6381578947
13;14;Poitou Charentes;588;14;28.8434163701
14;15;Aquitaine;420;10;29.1791907514
15;16;Midi-Pyrénées;504;12;35.1152263374
16;17;limousin;84;2;37.5675675676
17;18;Rhône-Alpes;840;20;30.2271468144
18;19;Auvergne;294;7;29.0625
19;20;Languedoc;378;9;29.1125
20;21;Provence Côte d'Azur;252;6;34.0202020202
