;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;21;3;
1;2;Champagne;35;5;
2;3;Picardie;14;2;
3;4;Haute-Normandie;21;3;
4;5;Centre;28;4;
5;6;Basse-Normandie;21;3;
6;7;Bourgogne;7;1;
7;8;Nord;56;8;
8;9;Lorraine;28;4;
9;10;Alsace;21;3;
10;11;Franche Comté;7;1;
11;12;Pays de la Loire;7;1;
12;13;Bretagne;7;1;
13;14;Poitou Charentes;7;1;
14;15;Aquitaine;0;0;
15;16;Midi-Pyrénées;14;2;
16;17;limousin;21;3;
17;18;Rhône-Alpes;14;2;
18;19;Auvergne;0;0;
19;20;Languedoc;14;2;
20;21;Provence Côte d'Azur;14;2;
