;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;32;32;35.5769230769
1;2;Champagne;9;9;42.5
2;3;Picardie;14;14;29.5
3;4;Haute-Normandie;8;8;38.3333333333
4;5;Centre;21;21;40.2777777778
5;6;Basse-Normandie;18;18;43.375
6;7;Bourgogne;8;8;52.1428571429
7;8;Nord;18;18;25.5882352941
8;9;Lorraine;16;16;31.25
9;10;Alsace;17;17;38.6666666667
10;11;Franche Comté;7;7;33.5714285714
11;12;Pays de la Loire;20;20;30.9375
12;13;Bretagne;19;19;33.6111111111
13;14;Poitou Charentes;23;23;46.4285714286
14;15;Aquitaine;23;23;31.8181818182
15;16;Midi-Pyrénées;23;23;42.7272727273
16;17;limousin;6;6;45.0
17;18;Rhône-Alpes;22;22;34.4444444444
18;19;Auvergne;17;17;35.9375
19;20;Languedoc;19;19;29.0625
20;21;Provence Côte d'Azur;17;17;35.6666666667
