;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;282;282;36.4338842975
1;2;Champagne;59;59;34.7454545455
2;3;Picardie;69;69;42.8103448276
3;4;Haute-Normandie;53;53;35.5681818182
4;5;Centre;90;90;39.4861111111
5;6;Basse-Normandie;50;50;39.8
6;7;Bourgogne;36;36;39.4705882353
7;8;Nord;100;100;33.6666666667
8;9;Lorraine;80;80;34.9701492537
9;10;Alsace;45;45;34.7
10;11;Franche Comté;51;51;36.8367346939
11;12;Pays de la Loire;100;100;37.2840909091
12;13;Bretagne;101;101;41.1827956989
13;14;Poitou Charentes;74;74;44.4852941176
14;15;Aquitaine;97;97;42.3780487805
15;16;Midi-Pyrénées;75;75;41.3194444444
16;17;limousin;17;17;41.25
17;18;Rhône-Alpes;145;145;37.7633587786
18;19;Auvergne;43;43;38.2894736842
19;20;Languedoc;112;112;40.8529411765
20;21;Provence Côte d'Azur;96;96;34.7023809524
