;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;21;3;24.7368421053
1;2;Champagne;35;5;23.8
2;3;Picardie;14;2;15.0
3;4;Haute-Normandie;21;3;24.4117647059
4;5;Centre;28;4;29.2692307692
5;6;Basse-Normandie;21;3;20.5882352941
6;7;Bourgogne;7;1;60.0
7;8;Nord;56;8;19.0816326531
8;9;Lorraine;28;4;17.0
9;10;Alsace;21;3;17.8571428571
10;11;Franche Comté;7;1;4.83333333333
11;12;Pays de la Loire;7;1;18.6
12;13;Bretagne;7;1;26.6666666667
13;14;Poitou Charentes;7;1;18.5714285714
14;15;Aquitaine;0;0;
15;16;Midi-Pyrénées;14;2;24.1666666667
16;17;limousin;21;3;19.5294117647
17;18;Rhône-Alpes;14;2;20.7142857143
18;19;Auvergne;0;0;
19;20;Languedoc;14;2;63.2142857143
20;21;Provence Côte d'Azur;14;2;37.5
