;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;539;77;40.2671905697
1;2;Champagne;35;5;36.9642857143
2;3;Picardie;84;12;49.1125
3;4;Haute-Normandie;147;21;41.3149606299
4;5;Centre;91;13;42.7011494253
5;6;Basse-Normandie;77;11;40.2173913043
6;7;Bourgogne;42;6;37.8947368421
7;8;Nord;77;11;33.1285714286
8;9;Lorraine;105;15;44.3980582524
9;10;Alsace;35;5;39.8857142857
10;11;Franche Comté;28;4;31.7857142857
11;12;Pays de la Loire;196;28;37.9505494505
12;13;Bretagne;224;32;38.0
13;14;Poitou Charentes;56;8;40.9433962264
14;15;Aquitaine;175;25;42.2222222222
15;16;Midi-Pyrénées;133;19;36.0158730159
16;17;limousin;21;3;34.25
17;18;Rhône-Alpes;301;43;38.6366906475
18;19;Auvergne;63;9;34.064516129
19;20;Languedoc;175;25;35.4285714286
20;21;Provence Côte d'Azur;168;24;34.0490797546
