;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;319;319;36.2491582492
1;2;Champagne;70;70;37.3692307692
2;3;Picardie;79;79;39.4933333333
3;4;Haute-Normandie;79;79;43.0519480519
4;5;Centre;113;113;38.7184466019
5;6;Basse-Normandie;86;86;37.7093023256
6;7;Bourgogne;32;32;41.2962962963
7;8;Nord;127;127;31.6638655462
8;9;Lorraine;114;114;32.5090909091
9;10;Alsace;74;74;33.3913043478
10;11;Franche Comté;80;80;35.0526315789
11;12;Pays de la Loire;125;125;39.9137931034
12;13;Bretagne;119;119;43.0535714286
13;14;Poitou Charentes;90;90;36.6860465116
14;15;Aquitaine;147;147;37.2957746479
15;16;Midi-Pyrénées;78;78;35.5890410959
16;17;limousin;27;27;34.8076923077
17;18;Rhône-Alpes;198;198;35.2722513089
18;19;Auvergne;74;74;37.7857142857
19;20;Languedoc;142;142;37.9489051095
20;21;Provence Côte d'Azur;131;131;36.5905511811
