;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;18;18;20.0769230769
1;2;Champagne;4;4;16.25
2;3;Picardie;6;6;18.0
3;4;Haute-Normandie;6;6;20.0
4;5;Centre;14;14;22.5714285714
5;6;Basse-Normandie;4;4;13.3333333333
6;7;Bourgogne;5;5;12.5
7;8;Nord;9;9;19.1666666667
8;9;Lorraine;12;12;15.0
9;10;Alsace;4;4;20.0
10;11;Franche Comté;23;23;25.7647058824
11;12;Pays de la Loire;10;10;27.5
12;13;Bretagne;9;9;18.125
13;14;Poitou Charentes;14;14;19.25
14;15;Aquitaine;10;10;14.1666666667
15;16;Midi-Pyrénées;12;12;18.1818181818
16;17;limousin;2;2;15.0
17;18;Rhône-Alpes;20;20;19.6428571429
18;19;Auvergne;7;7;20.8333333333
19;20;Languedoc;9;9;12.4
20;21;Provence Côte d'Azur;6;6;18.0
