;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;203;29;36.8516483516
1;2;Champagne;42;6;41.8684210526
2;3;Picardie;77;11;35.3561643836
3;4;Haute-Normandie;84;12;35.6428571429
4;5;Centre;91;13;38.8390804598
5;6;Basse-Normandie;56;8;33.9622641509
6;7;Bourgogne;49;7;41.7777777778
7;8;Nord;98;14;39.9479166667
8;9;Lorraine;140;20;34.0962962963
9;10;Alsace;63;9;32.7368421053
10;11;Franche Comté;21;3;23.5714285714
11;12;Pays de la Loire;105;15;39.8255813953
12;13;Bretagne;119;17;36.0869565217
13;14;Poitou Charentes;91;13;38.2941176471
14;15;Aquitaine;189;27;38.6257309942
15;16;Midi-Pyrénées;98;14;39.9456521739
16;17;limousin;14;2;45.0
17;18;Rhône-Alpes;154;22;35.0738255034
18;19;Auvergne;49;7;44.2222222222
19;20;Languedoc;126;18;34.5241935484
20;21;Provence Côte d'Azur;105;15;46.59375
