;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;319;319;35.6920289855
1;2;Champagne;70;70;34.25
2;3;Picardie;79;79;39.1351351351
3;4;Haute-Normandie;79;79;39.0144927536
4;5;Centre;113;113;39.1855670103
5;6;Basse-Normandie;86;86;36.1829268293
6;7;Bourgogne;32;32;34.6153846154
7;8;Nord;127;127;35.972972973
8;9;Lorraine;114;114;38.5283018868
9;10;Alsace;74;74;33.1384615385
10;11;Franche Comté;80;80;36.0
11;12;Pays de la Loire;125;125;40.4636363636
12;13;Bretagne;119;119;40.6283185841
13;14;Poitou Charentes;90;90;37.125
14;15;Aquitaine;147;147;34.3955223881
15;16;Midi-Pyrénées;78;78;36.2222222222
16;17;limousin;27;27;33.8636363636
17;18;Rhône-Alpes;198;198;39.0169491525
18;19;Auvergne;74;74;40.0724637681
19;20;Languedoc;142;142;36.1428571429
20;21;Provence Côte d'Azur;131;131;38.7603305785
