;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;18;18;29.6875
1;2;Champagne;4;4;40.0
2;3;Picardie;6;6;33.3333333333
3;4;Haute-Normandie;6;6;32.5
4;5;Centre;14;14;32.5833333333
5;6;Basse-Normandie;4;4;53.3333333333
6;7;Bourgogne;5;5;23.75
7;8;Nord;9;9;47.5
8;9;Lorraine;12;12;31.875
9;10;Alsace;4;4;20.0
10;11;Franche Comté;23;23;29.7
11;12;Pays de la Loire;10;10;36.25
12;13;Bretagne;9;9;33.3333333333
13;14;Poitou Charentes;14;14;30.3571428571
14;15;Aquitaine;10;10;33.125
15;16;Midi-Pyrénées;12;12;44.5833333333
16;17;limousin;2;2;127.5
17;18;Rhône-Alpes;20;20;39.6875
18;19;Auvergne;7;7;33.3333333333
19;20;Languedoc;9;9;34.4285714286
20;21;Provence Côte d'Azur;6;6;37.0
