;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;105;15;
1;2;Champagne;21;3;
2;3;Picardie;70;10;
3;4;Haute-Normandie;56;8;
4;5;Centre;35;5;
5;6;Basse-Normandie;21;3;
6;7;Bourgogne;21;3;
7;8;Nord;77;11;
8;9;Lorraine;63;9;
9;10;Alsace;21;3;
10;11;Franche Comté;7;1;
11;12;Pays de la Loire;70;10;
12;13;Bretagne;56;8;
13;14;Poitou Charentes;28;4;
14;15;Aquitaine;98;14;
15;16;Midi-Pyrénées;63;9;
16;17;limousin;14;2;
17;18;Rhône-Alpes;112;16;
18;19;Auvergne;21;3;
19;20;Languedoc;63;9;
20;21;Provence Côte d'Azur;56;8;
