;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;2688;64;32.2965779468
1;2;Champagne;798;19;32.055401662
2;3;Picardie;462;11;33.6956521739
3;4;Haute-Normandie;126;3;34.1509433962
4;5;Centre;1176;28;31.8513238289
5;6;Basse-Normandie;504;12;31.2987012987
6;7;Bourgogne;126;3;28.6842105263
7;8;Nord;1344;32;28.6371237458
8;9;Lorraine;588;14;32.6666666667
9;10;Alsace;168;4;41.7419354839
10;11;Franche Comté;210;5;30.9032258065
11;12;Pays de la Loire;462;11;30.6244343891
12;13;Bretagne;336;8;31.8896103896
13;14;Poitou Charentes;336;8;33.0
14;15;Aquitaine;210;5;35.1919191919
15;16;Midi-Pyrénées;210;5;31.1313131313
16;17;limousin;84;2;29.625
17;18;Rhône-Alpes;462;11;31.5540540541
18;19;Auvergne;252;6;33.8189655172
19;20;Languedoc;840;20;33.1417322835
20;21;Provence Côte d'Azur;756;18;34.9420289855
