;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;282;282;19.0466101695
1;2;Champagne;59;59;19.4814814815
2;3;Picardie;69;69;21.78125
3;4;Haute-Normandie;53;53;17.5531914894
4;5;Centre;90;90;19.5972222222
5;6;Basse-Normandie;50;50;18.2608695652
6;7;Bourgogne;36;36;20.6875
7;8;Nord;100;100;19.9186046512
8;9;Lorraine;80;80;19.8219178082
9;10;Alsace;45;45;21.7073170732
10;11;Franche Comté;51;51;20.5813953488
11;12;Pays de la Loire;100;100;20.1182795699
12;13;Bretagne;101;101;20.9462365591
13;14;Poitou Charentes;74;74;20.0298507463
14;15;Aquitaine;97;97;22.3522727273
15;16;Midi-Pyrénées;75;75;16.9558823529
16;17;limousin;17;17;20.3333333333
17;18;Rhône-Alpes;145;145;18.2822580645
18;19;Auvergne;43;43;17.8684210526
19;20;Languedoc;112;112;18.2417582418
20;21;Provence Côte d'Azur;96;96;20.4457831325
