;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;2520;60;29.3297199639
1;2;Champagne;168;4;31.049382716
2;3;Picardie;924;22;34.3837209302
3;4;Haute-Normandie;546;13;33.0683760684
4;5;Centre;378;9;34.2424242424
5;6;Basse-Normandie;504;12;30.162601626
6;7;Bourgogne;378;9;32.7094972067
7;8;Nord;378;9;27.8
8;9;Lorraine;714;17;31.3824451411
9;10;Alsace;504;12;28.6416666667
10;11;Franche Comté;336;8;33.1401273885
11;12;Pays de la Loire;1092;26;31.1317829457
12;13;Bretagne;714;17;34.5110410095
13;14;Poitou Charentes;420;10;29.4926108374
14;15;Aquitaine;882;21;32.0668316832
15;16;Midi-Pyrénées;336;8;35.1543624161
16;17;limousin;168;4;36.7567567568
17;18;Rhône-Alpes;1932;46;30.2108922364
18;19;Auvergne;336;8;33.4339622642
19;20;Languedoc;840;20;29.0626631854
20;21;Provence Côte d'Azur;1176;28;31.3685152057
