;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;601;601;36.0409356725
1;2;Champagne;129;129;35.9449541284
2;3;Picardie;148;148;34.8230769231
3;4;Haute-Normandie;132;132;35.3738317757
4;5;Centre;203;203;39.7654320988
5;6;Basse-Normandie;136;136;35.6967213115
6;7;Bourgogne;68;68;41.4166666667
7;8;Nord;227;227;35.4950980392
8;9;Lorraine;194;194;39.2515337423
9;10;Alsace;119;119;34.2666666667
10;11;Franche Comté;131;131;37.350877193
11;12;Pays de la Loire;225;225;37.73
12;13;Bretagne;220;220;40.0964467005
13;14;Poitou Charentes;164;164;37.357615894
14;15;Aquitaine;244;244;37.2697674419
15;16;Midi-Pyrénées;153;153;37.9432624113
16;17;limousin;44;44;38.125
17;18;Rhône-Alpes;343;343;35.4177631579
18;19;Auvergne;117;117;41.5576923077
19;20;Languedoc;254;254;35.2246696035
20;21;Provence Côte d'Azur;227;227;37.654822335
